Title,Main_Artist,Original_Artist,Album,Genre,Market,Duration_Sec,Source,Source_ID,Source_URL,Cover_URL,File_Path,Audio_URL,Download_Status
Tự Tin Là Chính Em,Orange,"Orange, Kriss Ngo",Tự Tin Là Chính Em,VPOP-GENZ,VPOP,192,nhaccuatui,JSyuTz1fLReH,https://www.nhaccuatui.com/song/JSyuTz1fLReH?source=app,https://image-cdn.nct.vn/song/2026/03/06/R/X/O/b/1772814703310.jpg,Orange/Tự Tin Là Chính Em/Tự Tin Là Chính Em.mp3,/uploads/music/final_songs/Vpop/Orange/Tự Tin Là Chính Em/Tự Tin Là Chính Em.mp3,pending
