Title,Main_Artist,Original_Artist,Album,Genre,YouTube_URL,Cover_URL,File_Path
[STATION] HYOYEON 효연 'Mystery' MV,Girls Generation,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=nQxJFZk4APU,https://i.ytimg.com/vi/nQxJFZk4APU/maxresdefault.jpg,Girls Generation/Single/[STATION] HYOYEON 효연 'Mystery' MV.mp3
TAEYEON 태연 '내게 들려주고 싶은 말 (Dear Me)' MV,Girls Generation,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=bho0m505qVA,https://i.ytimg.com/vi/bho0m505qVA/maxresdefault.jpg,Girls Generation/Single/TAEYEON 태연 '내게 들려주고 싶은 말 (Dear Me)' MV.mp3
YOONA 윤아 '여름밤 (Feat. 스무살) (Summer Night)' MV,Girls Generation,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=SN_KUZAbxS4,https://i.ytimg.com/vi/SN_KUZAbxS4/maxresdefault.jpg,Girls Generation/Single/YOONA 윤아 '여름밤 (Feat. 스무살) (Summer Night)' MV.mp3
[STATION] Girls' Generation 소녀시대 '그 여름 (0805)' MV,Girls Generation,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=UlhR0zBFxZE,https://i.ytimg.com/vi/UlhR0zBFxZE/maxresdefault.jpg,Girls Generation/Single/[STATION] Girls' Generation 소녀시대 '그 여름 (0805)' MV.mp3
Tiffany Young - Born Again (Official Music Video),Girls Generation,Tiffany Young,Single,kpop-gen2,https://music.youtube.com/watch?v=gH0a_rcsQTU,https://i.ytimg.com/vi/gH0a_rcsQTU/maxresdefault.jpg,Girls Generation/Single/Tiffany Young - Born Again (Official Music Video).mp3
HYOYEON 효연 'Wannabe (Feat. San E)' MV,Girls Generation,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=gKSzjvvxwJg,https://i.ytimg.com/vi/gKSzjvvxwJg/maxresdefault.jpg,Girls Generation/Single/HYOYEON 효연 'Wannabe (Feat. San E)' MV.mp3
HYO 효연 & 3LAU 'Punk Right Now' MV,Girls Generation,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=ZOxlPu_rizU,https://i.ytimg.com/vi/ZOxlPu_rizU/maxresdefault.jpg,Girls Generation/Single/HYO 효연 & 3LAU 'Punk Right Now' MV.mp3
Visual Dreams (Intel Collaboration Song) _ MusicVideo,Girls Generation,sment,Single,kpop-gen2,https://music.youtube.com/watch?v=jBxW22JLUmg,https://i.ytimg.com/vi/jBxW22JLUmg/maxresdefault.jpg,Girls Generation/Single/Visual Dreams (Intel Collaboration Song) _ MusicVideo.mp3
Tiffany Young - Run For Your Life (Official Music Video) #RFYL,Girls Generation,Tiffany Young,Single,kpop-gen2,https://music.youtube.com/watch?v=Rp8sVAr6yGY,https://i.ytimg.com/vi/Rp8sVAr6yGY/maxresdefault.jpg,Girls Generation/Single/Tiffany Young - Run For Your Life (Official Music Video) #RFYL.mp3
Girls' Generation 소녀시대 '힘 내! (Way To Go)' MV,Girls Generation,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=_0Ke2fThnG0,https://i.ytimg.com/vi/_0Ke2fThnG0/maxresdefault.jpg,Girls Generation/Single/Girls' Generation 소녀시대 '힘 내! (Way To Go)' MV.mp3
Tiffany Young - Over My Skin (Official Music Video),Girls Generation,Tiffany Young,Single,kpop-gen2,https://music.youtube.com/watch?v=RcWJHuB1VwA,https://i.ytimg.com/vi/RcWJHuB1VwA/sddefault.jpg,Girls Generation/Single/Tiffany Young - Over My Skin (Official Music Video).mp3
완벽한 장면 Summer Night,Girls Generation,Girls' Generation,FOREVER 1 - The 7th Album,kpop-gen2,https://music.youtube.com/watch?v=1BeMGup6HKw,https://i.ytimg.com/vi/1BeMGup6HKw/maxresdefault.jpg,Girls Generation/FOREVER 1 - The 7th Album/완벽한 장면 Summer Night.mp3
Girls' Generation 소녀시대 'Baby Baby' MV,Girls Generation,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=J0OGl8WzpXM,https://i.ytimg.com/vi/J0OGl8WzpXM/maxresdefault.jpg,Girls Generation/Single/Girls' Generation 소녀시대 'Baby Baby' MV.mp3
Seventeen,Girls Generation,Girls' Generation,FOREVER 1 - The 7th Album,kpop-gen2,https://music.youtube.com/watch?v=p8keKa9fM10,https://i.ytimg.com/vi/p8keKa9fM10/maxresdefault.jpg,Girls Generation/FOREVER 1 - The 7th Album/Seventeen.mp3
Etude,Girls Generation,Girls' Generation,소원을 말해봐 Genie - The Second Mini Album,kpop-gen2,https://music.youtube.com/watch?v=IumkaslMhrw,https://i.ytimg.com/vi/IumkaslMhrw/maxresdefault.jpg,Girls Generation/소원을 말해봐 Genie - The Second Mini Album/Etude.mp3
Tiffany Young - Runaway Feat. Babyface (Official Audio),Girls Generation,Tiffany Young,Single,kpop-gen2,https://music.youtube.com/watch?v=kWQPEHlsgtc,https://i.ytimg.com/vi/kWQPEHlsgtc/maxresdefault.jpg,Girls Generation/Single/Tiffany Young - Runaway Feat. Babyface (Official Audio).mp3
Goodbye,Girls Generation,Girls' Generation,Girls' Generation 4th Mini Album 'Mr. Mr.',kpop-gen2,https://music.youtube.com/watch?v=N5C5ZdvbHnY,https://i.ytimg.com/vi/N5C5ZdvbHnY/maxresdefault.jpg,Girls Generation/Girls' Generation 4th Mini Album 'Mr. Mr.'/Goodbye.mp3
종이비행기 Paper Plane,Girls Generation,Girls' Generation,FOREVER 1 - The 7th Album,kpop-gen2,https://music.youtube.com/watch?v=Q7QUMI4fwbs,https://i.ytimg.com/vi/Q7QUMI4fwbs/maxresdefault.jpg,Girls Generation/FOREVER 1 - The 7th Album/종이비행기 Paper Plane.mp3
Express 999,Girls Generation,Girls' Generation,I GOT A BOY - The 4th Album,kpop-gen2,https://music.youtube.com/watch?v=wuJWpzgPGos,https://i.ytimg.com/vi/wuJWpzgPGos/maxresdefault.jpg,Girls Generation/I GOT A BOY - The 4th Album/Express 999.mp3
少女時代 - 「Indestructible」リリックビデオ,Girls Generation,UNIVERSAL MUSIC JAPAN,Single,kpop-gen2,https://music.youtube.com/watch?v=wxqT6FUI_aA,https://i.ytimg.com/vi/wxqT6FUI_aA/sddefault.jpg,Girls Generation/Single/少女時代 - 「Indestructible」リリックビデオ.mp3
[STATION] 유리 (YURI) X Raiden 'Always Find You (Korean Ver.)' MV,Girls Generation,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=U_DhGJaoEfc,https://i.ytimg.com/vi/U_DhGJaoEfc/maxresdefault.jpg,Girls Generation/Single/[STATION] 유리 (YURI) X Raiden 'Always Find You (Korean Ver.)' MV.mp3
Light Up the Sky,Girls Generation,Girls' Generation,Holiday Night - The 6th Album,kpop-gen2,https://music.youtube.com/watch?v=qPzQs7oscyA,https://i.ytimg.com/vi/qPzQs7oscyA/maxresdefault.jpg,Girls Generation/Holiday Night - The 6th Album/Light Up the Sky.mp3
[The K2 OST Part 3] 윤아 (YOONA) - Amazing Grace,Girls Generation,Stone Music Entertainment,Single,kpop-gen2,https://music.youtube.com/watch?v=Voi_ViDkh6w,https://i.ytimg.com/vi/Voi_ViDkh6w/maxresdefault.jpg,Girls Generation/Single/[The K2 OST Part 3] 윤아 (YOONA) - Amazing Grace.mp3
Girls' Generation 소녀시대 'MR. TAXI (Korean Ver.)' MV,Girls Generation,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=-QDgMh_9Dy0,https://i.ytimg.com/vi/-QDgMh_9Dy0/maxresdefault.jpg,Girls Generation/Single/Girls' Generation 소녀시대 'MR. TAXI (Korean Ver.)' MV.mp3
Say Yes,Girls Generation,Girls' Generation,The Boys - The 3rd Album,kpop-gen2,https://music.youtube.com/watch?v=fSFASGUA-nQ,https://i.ytimg.com/vi/fSFASGUA-nQ/maxresdefault.jpg,Girls Generation/The Boys - The 3rd Album/Say Yes.mp3
Wait a Minute,Girls Generation,Girls' Generation,Girls' Generation 4th Mini Album 'Mr. Mr.',kpop-gen2,https://music.youtube.com/watch?v=jyFbgZbNX8U,https://i.ytimg.com/vi/jyFbgZbNX8U/maxresdefault.jpg,Girls Generation/Girls' Generation 4th Mini Album 'Mr. Mr.'/Wait a Minute.mp3
Complete,Girls Generation,Girls' Generation,소녀시대 Girls' Generation,kpop-gen2,https://music.youtube.com/watch?v=-5HNhvozNp4,https://i.ytimg.com/vi/-5HNhvozNp4/maxresdefault.jpg,Girls Generation/소녀시대 Girls' Generation/Complete.mp3
유리아이 Lost In Love,Girls Generation,Girls' Generation,I GOT A BOY - The 4th Album,kpop-gen2,https://music.youtube.com/watch?v=z80Ht0upGrU,https://i.ytimg.com/vi/z80Ht0upGrU/maxresdefault.jpg,Girls Generation/I GOT A BOY - The 4th Album/유리아이 Lost In Love.mp3
예감 Bump It,Girls Generation,Girls' Generation,Lion Heart - The 5th Album,kpop-gen2,https://music.youtube.com/watch?v=SoA7VR1VvXE,https://i.ytimg.com/vi/SoA7VR1VvXE/maxresdefault.jpg,Girls Generation/Lion Heart - The 5th Album/예감 Bump It.mp3
