Original_Title,Title,Main_Artist,Original_Artist,Source_Channel,Album,Genre,YouTube_URL,Cover_URL,File_Path,Possible_Duplicate
2! 3!,2! 3!,BTS,BTS,BTS,WINGS,kpop-gen3,https://music.youtube.com/watch?v=E30APZxHh4c,https://i.ytimg.com/vi/E30APZxHh4c/maxresdefault.jpg,BTS/WINGS/2! 3!.mp3,False
[PRACTICE RECORD] BTS (방탄소년단) ‘Am I Wrong’ #2022BTSFESTA,Am I Wrong,BTS,BANGTANTV,BANGTANTV,Single,kpop-gen3,https://music.youtube.com/watch?v=L3gFuQqJew8,https://i.ytimg.com/vi/L3gFuQqJew8/maxresdefault.jpg,BTS/Single/[PRACTICE RECORD] BTS (방탄소년단) ‘Am I Wrong’ #2022BTSFESTA.mp3,False
Skit,Skit,BTS,BTS (방탄소년단),BTS (방탄소년단),BE,kpop-gen3,https://music.youtube.com/watch?v=YkGEbnNj48k,https://i.ytimg.com/vi/YkGEbnNj48k/maxresdefault.jpg,BTS/BE/Skit.mp3,False
Ma City,Ma City,BTS,BTS,BTS,The most beautiful moment in life pt.2,kpop-gen3,https://music.youtube.com/watch?v=MlM1fbaHZTQ,https://i.ytimg.com/vi/MlM1fbaHZTQ/sddefault.jpg,BTS/The most beautiful moment in life pt.2/Ma City.mp3,False
BTS (방탄소년단) 'I NEED U' Official MV,I NEED U,BTS,BTS,HYBE LABELS,Single,kpop-gen3,https://music.youtube.com/watch?v=DOuhvBJqKVY,https://i.ytimg.com/vi/DOuhvBJqKVY/maxresdefault.jpg,BTS/Single/BTS (방탄소년단) 'I NEED U' Official MV.mp3,False
A Brand New Day (BTS World Original Soundtrack) (Pt. 2),A Brand New Day (BTS World Original Soundtrack) (Pt. 2),BTS,BTS (방탄소년단),BTS (방탄소년단),BTS WORLD (Original Soundtrack),kpop-gen3,https://music.youtube.com/watch?v=FQ24AlLkzCc,https://i.ytimg.com/vi/FQ24AlLkzCc/maxresdefault.jpg,BTS/BTS WORLD (Original Soundtrack)/A Brand New Day (BTS World Original Soundtrack) (Pt. 2).mp3,False
Dream Glow (BTS World Original Soundtrack) (Pt. 1),Dream Glow (BTS World Original Soundtrack) (Pt. 1),BTS,BTS (방탄소년단),BTS (방탄소년단),BTS WORLD (Original Soundtrack),kpop-gen3,https://music.youtube.com/watch?v=ygPDo-aFW_k,https://i.ytimg.com/vi/ygPDo-aFW_k/maxresdefault.jpg,BTS/BTS WORLD (Original Soundtrack)/Dream Glow (BTS World Original Soundtrack) (Pt. 1).mp3,False
EXO 엑소 '으르렁 (Growl)' MV (Korean Ver.),으르렁 (Growl),EXO,EXO,SMTOWN,Single,kpop-gen3,https://music.youtube.com/watch?v=I3dezFzsNss,https://i.ytimg.com/vi/I3dezFzsNss/maxresdefault.jpg,EXO/Single/EXO 엑소 '으르렁 (Growl)' MV (Korean Ver.).mp3,False
EXO 엑소 'Monster' MV,Monster,EXO,EXO,SMTOWN,Single,kpop-gen3,https://music.youtube.com/watch?v=KSH-FVVtTf0,https://i.ytimg.com/vi/KSH-FVVtTf0/maxresdefault.jpg,EXO/Single/EXO 엑소 'Monster' MV.mp3,False
EXO 엑소 'LOVE ME RIGHT' MV,LOVE ME RIGHT,EXO,EXO,SMTOWN,Single,kpop-gen3,https://music.youtube.com/watch?v=RuqaVryDRd0,https://i.ytimg.com/vi/RuqaVryDRd0/maxresdefault.jpg,EXO/Single/EXO 엑소 'LOVE ME RIGHT' MV.mp3,False
EXO 엑소 'CALL ME BABY' MV,CALL ME BABY,EXO,EXO,SMTOWN,Single,kpop-gen3,https://music.youtube.com/watch?v=yWfsla_Uh80,https://i.ytimg.com/vi/yWfsla_Uh80/maxresdefault.jpg,EXO/Single/EXO 엑소 'CALL ME BABY' MV.mp3,False
EXO 엑소 'Tempo' MV,Tempo,EXO,EXO,SMTOWN,Single,kpop-gen3,https://music.youtube.com/watch?v=iwd8N6K-sLk,https://i.ytimg.com/vi/iwd8N6K-sLk/maxresdefault.jpg,EXO/Single/EXO 엑소 'Tempo' MV.mp3,False
EXO 엑소 'Crown' MV,Crown,EXO,EXO,SMTOWN,Single,kpop-gen3,https://music.youtube.com/watch?v=BWfKkqo1Mk8,https://i.ytimg.com/vi/BWfKkqo1Mk8/maxresdefault.jpg,EXO/Single/EXO 엑소 'Crown' MV.mp3,False
EXO 엑소 'Ko Ko Bop' MV,Ko Ko Bop,EXO,EXO,SMTOWN,Single,kpop-gen3,https://music.youtube.com/watch?v=IdssuxDdqKk,https://i.ytimg.com/vi/IdssuxDdqKk/maxresdefault.jpg,EXO/Single/EXO 엑소 'Ko Ko Bop' MV.mp3,False
백현 (BAEKHYUN) 'Elevator' MV,Elevator,EXO,INB100,INB100,Single,kpop-gen3,https://music.youtube.com/watch?v=lg3r8-4yfDI,https://i.ytimg.com/vi/lg3r8-4yfDI/maxresdefault.jpg,EXO/Single/백현 (BAEKHYUN) 'Elevator' MV.mp3,False
KAI 카이 'Rover' MV,Rover,EXO,EXO,SMTOWN,Single,kpop-gen3,https://music.youtube.com/watch?v=zlTIextYnyQ,https://i.ytimg.com/vi/zlTIextYnyQ/maxresdefault.jpg,EXO/Single/KAI 카이 'Rover' MV.mp3,False
KAI 카이 '음 (Mmmh)' MV,음 (Mmmh),EXO,EXO,SMTOWN,Single,kpop-gen3,https://music.youtube.com/watch?v=Fc-fa6cAe2c,https://i.ytimg.com/vi/Fc-fa6cAe2c/maxresdefault.jpg,EXO/Single/KAI 카이 '음 (Mmmh)' MV.mp3,False
EXO 엑소 'Obsession' MV,Obsession,EXO,EXO,SMTOWN,Single,kpop-gen3,https://music.youtube.com/watch?v=uxmP4b2a0uY,https://i.ytimg.com/vi/uxmP4b2a0uY/maxresdefault.jpg,EXO/Single/EXO 엑소 'Obsession' MV.mp3,False
EXO 엑소 'I'm Home' MV,I,EXO,EXO,SMTOWN,Single,kpop-gen3,https://music.youtube.com/watch?v=7hTbNeHqGD8,https://i.ytimg.com/vi/7hTbNeHqGD8/maxresdefault.jpg,EXO/Single/EXO 엑소 'I'm Home' MV.mp3,False
EXO 엑소 'Don't fight the feeling' MV,Don,EXO,EXO,SMTOWN,Single,kpop-gen3,https://music.youtube.com/watch?v=2IkoKhr6Tss,https://i.ytimg.com/vi/2IkoKhr6Tss/maxresdefault.jpg,EXO/Single/EXO 엑소 'Don't fight the feeling' MV.mp3,False
백현 (BAEKHYUN) 'Pineapple Slice' MV,Pineapple Slice,EXO,INB100,INB100,Single,kpop-gen3,https://music.youtube.com/watch?v=begBX38vbjI,https://i.ytimg.com/vi/begBX38vbjI/maxresdefault.jpg,EXO/Single/백현 (BAEKHYUN) 'Pineapple Slice' MV.mp3,False
"Raiden X 찬열 CHANYEOL 'Yours (Feat. 이하이, 창모)' MV","Yours (Feat. 이하이, 창모)",EXO,EXO,SMTOWN,Single,kpop-gen3,https://music.youtube.com/watch?v=N2dsnGc7TFk,https://i.ytimg.com/vi/N2dsnGc7TFk/maxresdefault.jpg,"EXO/Single/Raiden X 찬열 CHANYEOL 'Yours (Feat. 이하이, 창모)' MV.mp3",False
EXO 엑소 'Crazy' Stage Video @EXO PLANET #6 - EXhOrizon in SEOUL,Crazy,EXO,EXO,EXO,Single,kpop-gen3,https://music.youtube.com/watch?v=SIAzBwljv6g,https://i.ytimg.com/vi/SIAzBwljv6g/maxresdefault.jpg,EXO/Single/EXO 엑소 'Crazy' Stage Video @EXO PLANET #6 - EXhOrizon in SEOUL.mp3,False
BAEKHYUN 백현 'Candy' MV,Candy,EXO,EXO,SMTOWN,Single,kpop-gen3,https://music.youtube.com/watch?v=gmgcRWxhmqY,https://i.ytimg.com/vi/gmgcRWxhmqY/maxresdefault.jpg,EXO/Single/BAEKHYUN 백현 'Candy' MV.mp3,False
KAI 카이 'Wait On Me' MV,Wait On Me,EXO,EXO,SMTOWN,Single,kpop-gen3,https://music.youtube.com/watch?v=JLqXeMabsEQ,https://i.ytimg.com/vi/JLqXeMabsEQ/maxresdefault.jpg,EXO/Single/KAI 카이 'Wait On Me' MV.mp3,False
EXO 엑소 '늑대와 미녀 (Wolf)' MV (Korean Ver.),늑대와 미녀 (Wolf),EXO,EXO,SMTOWN,Single,kpop-gen3,https://music.youtube.com/watch?v=gAal8xHfV0c,https://i.ytimg.com/vi/gAal8xHfV0c/maxresdefault.jpg,EXO/Single/EXO 엑소 '늑대와 미녀 (Wolf)' MV (Korean Ver.).mp3,False
별 떨어진다 I Do,별 떨어진다 I Do,EXO,D.O.,D.O.,별 떨어진다 I Do,kpop-gen3,https://music.youtube.com/watch?v=hmlIigzYYgk,https://i.ytimg.com/vi/hmlIigzYYgk/maxresdefault.jpg,EXO/별 떨어진다 I Do/별 떨어진다 I Do.mp3,False
"[달의 연인 - 보보경심 려 OST Part 1] 첸, 백현, 시우민 (EXO) - 너를 위해 MV","보보경심 려 OST Part 1] 첸, 백현, 시우민 (EXO) - 너를 위해",EXO,EXO,Stone Music Entertainment,Single,kpop-gen3,https://music.youtube.com/watch?v=JvjWy4saR08,https://i.ytimg.com/vi/JvjWy4saR08/maxresdefault.jpg,"EXO/Single/[달의 연인 - 보보경심 려 OST Part 1] 첸, 백현, 시우민 (EXO) - 너를 위해 MV.mp3",False
EXO 엑소 'Power' MV,Power,EXO,EXO,SMTOWN,Single,kpop-gen3,https://music.youtube.com/watch?v=sGRv8ZBLuW0,https://i.ytimg.com/vi/sGRv8ZBLuW0/maxresdefault.jpg,EXO/Single/EXO 엑소 'Power' MV.mp3,False
KAI 카이 'Peaches' MV,Peaches,EXO,EXO,SMTOWN,Single,kpop-gen3,https://music.youtube.com/watch?v=GUdnTGnm6Yk,https://i.ytimg.com/vi/GUdnTGnm6Yk/maxresdefault.jpg,EXO/Single/KAI 카이 'Peaches' MV.mp3,False
EXO 엑소 'Cream Soda' MV,Cream Soda,EXO,EXO,SMTOWN,Single,kpop-gen3,https://music.youtube.com/watch?v=i5nUufn_FmE,https://i.ytimg.com/vi/i5nUufn_FmE/maxresdefault.jpg,EXO/Single/EXO 엑소 'Cream Soda' MV.mp3,False
Back It Up,Back It Up,EXO,EXO,EXO,REVERXE - The 8th Album,kpop-gen3,https://music.youtube.com/watch?v=nGG42t7pm5Y,https://i.ytimg.com/vi/nGG42t7pm5Y/maxresdefault.jpg,EXO/REVERXE - The 8th Album/Back It Up.mp3,False
시우민 (XIUMIN) 'WHEE!' MV,WHEE!,EXO,INB100,INB100,Single,kpop-gen3,https://music.youtube.com/watch?v=vHOhyiEShUM,https://i.ytimg.com/vi/vHOhyiEShUM/maxresdefault.jpg,EXO/Single/시우민 (XIUMIN) 'WHEE!' MV.mp3,False
EXO 엑소 'Lucky One' MV,Lucky One,EXO,EXO,SMTOWN,Single,kpop-gen3,https://music.youtube.com/watch?v=73QzQYN8FtE,https://i.ytimg.com/vi/73QzQYN8FtE/maxresdefault.jpg,EXO/Single/EXO 엑소 'Lucky One' MV.mp3,False
