Original_Title,Title,Main_Artist,Original_Artist,Source_Channel,Album,Genre,YouTube_URL,Cover_URL,File_Path,Possible_Duplicate
"Miniskirt (Live 2014 FNC KINGDOM -STARLIGHT-Part1@Makuhari International Exhibition Halls, Chiba)","Miniskirt (Live 2014 FNC KINGDOM -STARLIGHT-Part1@Makuhari International Exhibition Halls, Chiba)",AOA,AOA,AOA,Live 2014 FNC KINGDOM -STARLIGHT- (Part1),kpop-gen2,https://music.youtube.com/watch?v=W_4nSQ4qhjk,https://i.ytimg.com/vi/W_4nSQ4qhjk/maxresdefault.jpg,"AOA/Live 2014 FNC KINGDOM -STARLIGHT- (Part1)/Miniskirt (Live 2014 FNC KINGDOM -STARLIGHT-Part1@Makuhari International Exhibition Halls, Chiba).mp3",False
Get Out (Instrumental),Get Out (Instrumental),AOA,AOA,AOA,Miniskirt,kpop-gen2,https://music.youtube.com/watch?v=FEY5xOwnOzc,https://i.ytimg.com/vi/FEY5xOwnOzc/maxresdefault.jpg,AOA/Miniskirt/Get Out (Instrumental).mp3,False
"Try again, Smile again (Live 2013 FNC KINGDOM -Fantastic & Crazy-Part1@Nippon Budokan, Tokyo)","Try again, Smile again (Live 2013 FNC KINGDOM -Fantastic & Crazy-Part1@Nippon Budokan, Tokyo)",AOA,"FTISLAND, CNBLUE, AOA, N.Flying","FTISLAND, CNBLUE, AOA, N.Flying",Live 2013 FNC KINGDOM -Fantastic & Crazy- (Part1),kpop-gen2,https://music.youtube.com/watch?v=G6oNHdsiwzg,https://i.ytimg.com/vi/G6oNHdsiwzg/maxresdefault.jpg,"AOA/Live 2013 FNC KINGDOM -Fantastic & Crazy- (Part1)/Try again, Smile again (Live 2013 FNC KINGDOM -Fantastic & Crazy-Part1@Nippon Budokan, Tokyo).mp3",False
Without You (inst) (Instrumental) (Without You (inst) (Instrumental)),Without You (inst) (Instrumental) (Without You (inst) (Instrumental)),AOA,AOA,AOA,MOYA,kpop-gen2,https://music.youtube.com/watch?v=ihBhuJt3NC4,https://i.ytimg.com/vi/ihBhuJt3NC4/maxresdefault.jpg,AOA/MOYA/Without You (inst) (Instrumental) (Without You (inst) (Instrumental)).mp3,False
"WOW WAR TONIGHT (Live 2016 FNC KINGDOM -CREEPY NIGHTS-Part2@Makuhari International Exhibition Halls, Chiba)","WOW WAR TONIGHT (Live 2016 FNC KINGDOM -CREEPY NIGHTS-Part2@Makuhari International Exhibition Halls, Chiba)",AOA,AOA,AOA,Live 2016 FNC KINGDOM -CREEPY NIGHTS- (Part2),kpop-gen2,https://music.youtube.com/watch?v=4nrV-5Kvn2c,https://i.ytimg.com/vi/4nrV-5Kvn2c/maxresdefault.jpg,"AOA/Live 2016 FNC KINGDOM -CREEPY NIGHTS- (Part2)/WOW WAR TONIGHT (Live 2016 FNC KINGDOM -CREEPY NIGHTS-Part2@Makuhari International Exhibition Halls, Chiba).mp3",False
Girl's Heart (Instrumental),Girl's Heart (Instrumental),AOA,AOA,AOA,Ai Wo Choudai,kpop-gen2,https://music.youtube.com/watch?v=fiXMhCkIMcA,https://i.ytimg.com/vi/fiXMhCkIMcA/maxresdefault.jpg,AOA/Ai Wo Choudai/Girl's Heart (Instrumental).mp3,False
"Bing Bing (Live 2017 FNC KINGDOM -MIDNIGHT CIRCUS-@Makuhari International Exhibition Halls, Chiba)","Bing Bing (Live 2017 FNC KINGDOM -MIDNIGHT CIRCUS-@Makuhari International Exhibition Halls, Chiba)",AOA,AOA,AOA,Live 2017 FNC KINGDOM -MIDNIGHT CIRCUS-,kpop-gen2,https://music.youtube.com/watch?v=YklKlbNnSGs,https://i.ytimg.com/vi/YklKlbNnSGs/maxresdefault.jpg,"AOA/Live 2017 FNC KINGDOM -MIDNIGHT CIRCUS-/Bing Bing (Live 2017 FNC KINGDOM -MIDNIGHT CIRCUS-@Makuhari International Exhibition Halls, Chiba).mp3",False
"Give Me the Love (Live 2017 FNC KINGDOM -MIDNIGHT CIRCUS-@Makuhari International Exhibition Halls, Chiba)","Give Me the Love (Live 2017 FNC KINGDOM -MIDNIGHT CIRCUS-@Makuhari International Exhibition Halls, Chiba)",AOA,AOA,AOA,Live 2017 FNC KINGDOM -MIDNIGHT CIRCUS-,kpop-gen2,https://music.youtube.com/watch?v=k3AztMikSE0,https://i.ytimg.com/vi/k3AztMikSE0/maxresdefault.jpg,"AOA/Live 2017 FNC KINGDOM -MIDNIGHT CIRCUS-/Give Me the Love (Live 2017 FNC KINGDOM -MIDNIGHT CIRCUS-@Makuhari International Exhibition Halls, Chiba).mp3",False
Still Falls The Rain (Instrumental),Still Falls The Rain (Instrumental),AOA,AOA,AOA,Ai Wo Choudai,kpop-gen2,https://music.youtube.com/watch?v=kxFvvAhM2I8,https://i.ytimg.com/vi/kxFvvAhM2I8/maxresdefault.jpg,AOA/Ai Wo Choudai/Still Falls The Rain (Instrumental).mp3,False
"Good Luck (Live 2016 FNC KINGDOM -CREEPY NIGHTS-Part2@Makuhari International Exhibition Halls, Chiba)","Good Luck (Live 2016 FNC KINGDOM -CREEPY NIGHTS-Part2@Makuhari International Exhibition Halls, Chiba)",AOA,AOA,AOA,Live 2016 FNC KINGDOM -CREEPY NIGHTS- (Part2),kpop-gen2,https://music.youtube.com/watch?v=JOQEOYNQdfA,https://i.ytimg.com/vi/JOQEOYNQdfA/maxresdefault.jpg,"AOA/Live 2016 FNC KINGDOM -CREEPY NIGHTS- (Part2)/Good Luck (Live 2016 FNC KINGDOM -CREEPY NIGHTS-Part2@Makuhari International Exhibition Halls, Chiba).mp3",False
"Short Hair (Live 2014 FNC KINGDOM -STARLIGHT-Part2@Makuhari International Exhibition Halls, Chiba)","Short Hair (Live 2014 FNC KINGDOM -STARLIGHT-Part2@Makuhari International Exhibition Halls, Chiba)",AOA,AOA,AOA,Live 2014 FNC KINGDOM -STARLIGHT- (Part2),kpop-gen2,https://music.youtube.com/watch?v=NxF8Mk3EC0U,https://i.ytimg.com/vi/NxF8Mk3EC0U/maxresdefault.jpg,"AOA/Live 2014 FNC KINGDOM -STARLIGHT- (Part2)/Short Hair (Live 2014 FNC KINGDOM -STARLIGHT-Part2@Makuhari International Exhibition Halls, Chiba).mp3",False
10 Seconds (Instrumental),10 Seconds (Instrumental),AOA,AOA,AOA,Good Luck,kpop-gen2,https://music.youtube.com/watch?v=yy5c6A3RnVY,https://i.ytimg.com/vi/yy5c6A3RnVY/maxresdefault.jpg,AOA/Good Luck/10 Seconds (Instrumental).mp3,False
Really Really (Instrumental),Really Really (Instrumental),AOA,AOA,AOA,Good Luck,kpop-gen2,https://music.youtube.com/watch?v=IcqoZorZ_iA,https://i.ytimg.com/vi/IcqoZorZ_iA/maxresdefault.jpg,AOA/Good Luck/Really Really (Instrumental).mp3,False
"GET OUT (Live 2013 FNC KINGDOM -Fantastic & Crazy-Part2@Nippon Budokan, Tokyo)","GET OUT (Live 2013 FNC KINGDOM -Fantastic & Crazy-Part2@Nippon Budokan, Tokyo)",AOA,AOA,AOA,Live 2013 FNC KINGDOM -Fantastic & Crazy- (Part2),kpop-gen2,https://music.youtube.com/watch?v=4MnAQRfh3F8,https://i.ytimg.com/vi/4MnAQRfh3F8/maxresdefault.jpg,"AOA/Live 2013 FNC KINGDOM -Fantastic & Crazy- (Part2)/GET OUT (Live 2013 FNC KINGDOM -Fantastic & Crazy-Part2@Nippon Budokan, Tokyo).mp3",False
"Like a Cat (Live 2014 FNC KINGDOM -STARLIGHT-Part1@Makuhari International Exhibition Halls, Chiba)","Like a Cat (Live 2014 FNC KINGDOM -STARLIGHT-Part1@Makuhari International Exhibition Halls, Chiba)",AOA,AOA,AOA,Live 2014 FNC KINGDOM -STARLIGHT- (Part1),kpop-gen2,https://music.youtube.com/watch?v=YLBSx1bX_yI,https://i.ytimg.com/vi/YLBSx1bX_yI/maxresdefault.jpg,"AOA/Live 2014 FNC KINGDOM -STARLIGHT- (Part1)/Like a Cat (Live 2014 FNC KINGDOM -STARLIGHT-Part1@Makuhari International Exhibition Halls, Chiba).mp3",False
"Give Me the Love (Live 2019 FNC KINGDOM -WINTER FOREST CAMP-@Makuhari International Exhibition Halls, Chiba)","Give Me the Love (Live 2019 FNC KINGDOM -WINTER FOREST CAMP-@Makuhari International Exhibition Halls, Chiba)",AOA,AOA,AOA,Live 2019 FNC KINGDOM -WINTER FOREST CAMP-,kpop-gen2,https://music.youtube.com/watch?v=FgE1JsOtojY,https://i.ytimg.com/vi/FgE1JsOtojY/maxresdefault.jpg,"AOA/Live 2019 FNC KINGDOM -WINTER FOREST CAMP-/Give Me the Love (Live 2019 FNC KINGDOM -WINTER FOREST CAMP-@Makuhari International Exhibition Halls, Chiba).mp3",False
"Give Me the Love (Live 2016 FNC KINGDOM -CREEPY NIGHTS-Part1@Makuhari International Exhibition Halls, Chiba)","Give Me the Love (Live 2016 FNC KINGDOM -CREEPY NIGHTS-Part1@Makuhari International Exhibition Halls, Chiba)",AOA,AOA,AOA,Live 2016 FNC KINGDOM -CREEPY NIGHTS- (Part1),kpop-gen2,https://music.youtube.com/watch?v=mr-E7kc6pAk,https://i.ytimg.com/vi/mr-E7kc6pAk/maxresdefault.jpg,"AOA/Live 2016 FNC KINGDOM -CREEPY NIGHTS- (Part1)/Give Me the Love (Live 2016 FNC KINGDOM -CREEPY NIGHTS-Part1@Makuhari International Exhibition Halls, Chiba).mp3",False
"Like a Cat (Live 2017 FNC KINGDOM -MIDNIGHT CIRCUS-@Makuhari International Exhibition Halls, Chiba)","Like a Cat (Live 2017 FNC KINGDOM -MIDNIGHT CIRCUS-@Makuhari International Exhibition Halls, Chiba)",AOA,AOA,AOA,Live 2017 FNC KINGDOM -MIDNIGHT CIRCUS-,kpop-gen2,https://music.youtube.com/watch?v=MJynFZtrjI0,https://i.ytimg.com/vi/MJynFZtrjI0/maxresdefault.jpg,"AOA/Live 2017 FNC KINGDOM -MIDNIGHT CIRCUS-/Like a Cat (Live 2017 FNC KINGDOM -MIDNIGHT CIRCUS-@Makuhari International Exhibition Halls, Chiba).mp3",False
"Oh BOY (Live 2016 FNC KINGDOM -CREEPY NIGHTS-Part1@Makuhari International Exhibition Halls, Chiba)","Oh BOY (Live 2016 FNC KINGDOM -CREEPY NIGHTS-Part1@Makuhari International Exhibition Halls, Chiba)",AOA,AOA,AOA,Live 2016 FNC KINGDOM -CREEPY NIGHTS- (Part1),kpop-gen2,https://music.youtube.com/watch?v=OZ2GAI5WzCA,https://i.ytimg.com/vi/OZ2GAI5WzCA/maxresdefault.jpg,"AOA/Live 2016 FNC KINGDOM -CREEPY NIGHTS- (Part1)/Oh BOY (Live 2016 FNC KINGDOM -CREEPY NIGHTS-Part1@Makuhari International Exhibition Halls, Chiba).mp3",False
"Like a Cat (Live 2019 FNC KINGDOM -WINTER FOREST CAMP-@Makuhari International Exhibition Halls, Chiba)","Like a Cat (Live 2019 FNC KINGDOM -WINTER FOREST CAMP-@Makuhari International Exhibition Halls, Chiba)",AOA,AOA,AOA,Live 2019 FNC KINGDOM -WINTER FOREST CAMP-,kpop-gen2,https://music.youtube.com/watch?v=D7aQW9Hb4Nc,https://i.ytimg.com/vi/D7aQW9Hb4Nc/maxresdefault.jpg,"AOA/Live 2019 FNC KINGDOM -WINTER FOREST CAMP-/Like a Cat (Live 2019 FNC KINGDOM -WINTER FOREST CAMP-@Makuhari International Exhibition Halls, Chiba).mp3",False
SUPER JUNIOR 슈퍼주니어 'Mr. Simple' MV,Mr. Simple,SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=r6TwzSGYycM,https://i.ytimg.com/vi/r6TwzSGYycM/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 'Mr. Simple' MV.mp3,False
"SUPER JUNIOR 슈퍼주니어 '쏘리 쏘리 (SORRY, SORRY)' MV","쏘리 쏘리 (SORRY, SORRY)",SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=x6QA3m58DQw,https://i.ytimg.com/vi/x6QA3m58DQw/maxresdefault.jpg,"SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 '쏘리 쏘리 (SORRY, SORRY)' MV.mp3",False
SUPER JUNIOR 슈퍼주니어 '너 같은 사람 또 없어 (No Other)' MV,너 같은 사람 또 없어 (No Other),SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=SnMoDDbEccE,https://i.ytimg.com/vi/SnMoDDbEccE/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 '너 같은 사람 또 없어 (No Other)' MV.mp3,False
SUPER JUNIOR 슈퍼주니어 'Devil' Performance Video,Devil,SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=LzujUrSZihc,https://i.ytimg.com/vi/LzujUrSZihc/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 'Devil' Performance Video.mp3,False
SUPER JUNIOR 슈퍼주니어 'Express Mode' MV,Express Mode,SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=pykdDgWX7-M,https://i.ytimg.com/vi/pykdDgWX7-M/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 'Express Mode' MV.mp3,False
SUPER JUNIOR (슈퍼주니어) X REIK 'One More Time (Otra Vez)' MV,One More Time (Otra Vez),SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=7GqYSbc1tsM,https://i.ytimg.com/vi/7GqYSbc1tsM/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR (슈퍼주니어) X REIK 'One More Time (Otra Vez)' MV.mp3,False
DONGHAE ‘해 떴네’ MV,해 떴네,SUPER JUNIOR,SUPER JUNIOR-D&E,SUPER JUNIOR-D&E,Single,kpop-gen2,https://music.youtube.com/watch?v=P-v1Eyuo2Vo,https://i.ytimg.com/vi/P-v1Eyuo2Vo/maxresdefault.jpg,SUPER JUNIOR/Single/DONGHAE ‘해 떴네’ MV.mp3,False
SUPER JUNIOR 슈퍼주니어 'MAMACITA (아야야)' MV,MAMACITA (아야야),SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=q_krT35dgDM,https://i.ytimg.com/vi/q_krT35dgDM/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 'MAMACITA (아야야)' MV.mp3,False
SUPER JUNIOR 슈퍼주니어 'Black Suit' MV,Black Suit,SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=MvqB6JsRbsc,https://i.ytimg.com/vi/MvqB6JsRbsc/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 'Black Suit' MV.mp3,False
SUPER JUNIOR 슈퍼주니어 'House Party' MV,House Party,SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=BtJMOVKjhUo,https://i.ytimg.com/vi/BtJMOVKjhUo/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 'House Party' MV.mp3,False
SUPER JUNIOR 슈퍼주니어 'SUPER Clap' MV,SUPER Clap,SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=9yimV9i-dY0,https://i.ytimg.com/vi/9yimV9i-dY0/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 'SUPER Clap' MV.mp3,False
"SUPER JUNIOR 슈퍼주니어 'Sexy, Free & Single' MV","Sexy, Free & Single",SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=gWIkiI_UmeE,https://i.ytimg.com/vi/gWIkiI_UmeE/maxresdefault.jpg,"SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 'Sexy, Free & Single' MV.mp3",False
SUPER JUNIOR 슈퍼주니어 'Mango' MV,Mango,SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=I02ULETFESI,https://i.ytimg.com/vi/I02ULETFESI/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 'Mango' MV.mp3,False
SUPER JUNIOR 슈퍼주니어 'Show Time' MV,Show Time,SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=zm9kaaXSBu4,https://i.ytimg.com/vi/zm9kaaXSBu4/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 'Show Time' MV.mp3,False
SUPER JUNIOR 슈퍼주니어 '2YA2YAO!' MV,2YA2YAO!,SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=Uqi34thogl4,https://i.ytimg.com/vi/Uqi34thogl4/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 '2YA2YAO!' MV.mp3,False
SUPER JUNIOR 슈퍼주니어 '비처럼 가지마요 (One More Chance)' MV,비처럼 가지마요 (One More Chance),SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=-UROg0lsqW0,https://i.ytimg.com/vi/-UROg0lsqW0/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 '비처럼 가지마요 (One More Chance)' MV.mp3,False
SUPER JUNIOR 슈퍼주니어 'THIS IS LOVE' MV,THIS IS LOVE,SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=utmykx9RUEw,https://i.ytimg.com/vi/utmykx9RUEw/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 'THIS IS LOVE' MV.mp3,False
SUPER JUNIOR 슈퍼주니어 'SPY' MV,SPY,SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=4GpJHF0WyAE,https://i.ytimg.com/vi/4GpJHF0WyAE/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 'SPY' MV.mp3,False
SUPER JUNIOR 슈퍼주니어 'Magic' MV,Magic,SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=xMZ5nK5G71o,https://i.ytimg.com/vi/xMZ5nK5G71o/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 'Magic' MV.mp3,False
SUPER JUNIOR 슈퍼주니어 '너라고 (It's You)' MV,너라고 (It,SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=7ErgffP0wVw,https://i.ytimg.com/vi/7ErgffP0wVw/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 '너라고 (It's You)' MV.mp3,False
SUPER JUNIOR 슈퍼주니어 'A-CHA' MV,A-CHA,SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=GvTaLTTanJc,https://i.ytimg.com/vi/GvTaLTTanJc/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 'A-CHA' MV.mp3,False
SUPER JUNIOR 슈퍼주니어 'I Think I' MV,I Think I,SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=CbFh06IpSwA,https://i.ytimg.com/vi/CbFh06IpSwA/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 'I Think I' MV.mp3,False
SUPER JUNIOR-D&E 슈퍼주니어-D&E '머리부터 발끝까지 ('Bout you)' MV,머리부터 발끝까지 (,SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=6GBbTqsFog8,https://i.ytimg.com/vi/6GBbTqsFog8/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR-D&E 슈퍼주니어-D&E '머리부터 발끝까지 ('Bout you)' MV.mp3,False
SUPER JUNIOR-D&E 슈퍼주니어-D&E '너는 나만큼 (Growing Pains)' MV,너는 나만큼 (Growing Pains),SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=Zs2NibgZgR4,https://i.ytimg.com/vi/Zs2NibgZgR4/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR-D&E 슈퍼주니어-D&E '너는 나만큼 (Growing Pains)' MV.mp3,False
SUPER JUNIOR 슈퍼주니어 '우리의 꽃말 (Stuck With You)' @ SUPER JUNIOR 20th Anniversary TOUR 'SUPER SHOW 10',우리의 꽃말 (Stuck With You),SUPER JUNIOR,SUPER JUNIOR,SUPER JUNIOR,Single,kpop-gen2,https://music.youtube.com/watch?v=njs44zoz29E,https://i.ytimg.com/vi/njs44zoz29E/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 '우리의 꽃말 (Stuck With You)' @ SUPER JUNIOR 20th Anniversary TOUR 'SUPER SHOW 10'.mp3,False
SUPER JUNIOR 슈퍼주니어 '우리에게 (The Melody)' MV,우리에게 (The Melody),SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=RZrqrinmdks,https://i.ytimg.com/vi/RZrqrinmdks/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 '우리에게 (The Melody)' MV.mp3,False
SUPER JUNIOR The 10th Album #2 ‘Burn The Floor’ Performance Video,Burn The Floor,SUPER JUNIOR,SUPER JUNIOR,SUPER JUNIOR,Single,kpop-gen2,https://music.youtube.com/watch?v=kEo14-UOM80,https://i.ytimg.com/vi/kEo14-UOM80/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR The 10th Album #2 ‘Burn The Floor’ Performance Video.mp3,False
SUPER JUNIOR-K.R.Y. '푸르게 빛나던 우리의 계절 (When We Were Us)' MV,푸르게 빛나던 우리의 계절 (When We Were Us),SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=n0LZmB2UjxA,https://i.ytimg.com/vi/n0LZmB2UjxA/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR-K.R.Y. '푸르게 빛나던 우리의 계절 (When We Were Us)' MV.mp3,False
SUPER JUNIOR 슈퍼주니어 'The Crown' Lyric Video,The Crown,SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=iVzFO-1euU8,https://i.ytimg.com/vi/iVzFO-1euU8/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 'The Crown' Lyric Video.mp3,False
Opera / SUPER JUNIOR,Opera / SUPER JUNIOR,SUPER JUNIOR,avex,avex,Single,kpop-gen2,https://music.youtube.com/watch?v=r0UnFPcdr2c,https://i.ytimg.com/vi/r0UnFPcdr2c/maxresdefault.jpg,SUPER JUNIOR/Single/Opera _ SUPER JUNIOR.mp3,False
SUPER JUNIOR 슈퍼주니어 'Callin'' MV (Winter for Spring ver.),Callin,SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=i74J9TKRYSw,https://i.ytimg.com/vi/i74J9TKRYSw/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 'Callin'' MV (Winter for Spring ver.).mp3,False
Say Less,Say Less,SUPER JUNIOR,SUPER JUNIOR,SUPER JUNIOR,Super Junior25 - The 12th Album,kpop-gen2,https://music.youtube.com/watch?v=CKQGy1Zyeas,https://i.ytimg.com/vi/CKQGy1Zyeas/maxresdefault.jpg,SUPER JUNIOR/Super Junior25 - The 12th Album/Say Less.mp3,False
DONGHAE 동해 'California Love (Feat. 제노 of NCT)' MV,California Love (Feat. 제노 of NCT),SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=HMQc3PdLOQ8,https://i.ytimg.com/vi/HMQc3PdLOQ8/maxresdefault.jpg,SUPER JUNIOR/Single/DONGHAE 동해 'California Love (Feat. 제노 of NCT)' MV.mp3,False
SUPER JUNIOR-D&E 슈퍼주니어-D&E '땡겨 (Danger)' MV,땡겨 (Danger),SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=5672cZAxRMw,https://i.ytimg.com/vi/5672cZAxRMw/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR-D&E 슈퍼주니어-D&E '땡겨 (Danger)' MV.mp3,False
Delight,Delight,SUPER JUNIOR,SUPER JUNIOR,SUPER JUNIOR,Super Junior25 - The 12th Album,kpop-gen2,https://music.youtube.com/watch?v=6PUbKNE4w20,https://i.ytimg.com/vi/6PUbKNE4w20/maxresdefault.jpg,SUPER JUNIOR/Super Junior25 - The 12th Album/Delight.mp3,False
Finale,Finale,SUPER JUNIOR,SUPER JUNIOR,SUPER JUNIOR,Super Junior25 - The 12th Album,kpop-gen2,https://music.youtube.com/watch?v=RRCmO6zN4QU,https://i.ytimg.com/vi/RRCmO6zN4QU/maxresdefault.jpg,SUPER JUNIOR/Super Junior25 - The 12th Album/Finale.mp3,False
YESUNG 예성 '문 열어봐 (Here I am)' MV,문 열어봐 (Here I am),SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=SNVxS7DPADI,https://i.ytimg.com/vi/SNVxS7DPADI/maxresdefault.jpg,SUPER JUNIOR/Single/YESUNG 예성 '문 열어봐 (Here I am)' MV.mp3,False
D.N.A.,D.N.A.,SUPER JUNIOR,SUPER JUNIOR,SUPER JUNIOR,Super Junior25 - The 12th Album,kpop-gen2,https://music.youtube.com/watch?v=Y1pECOqrm1I,https://i.ytimg.com/vi/Y1pECOqrm1I/maxresdefault.jpg,SUPER JUNIOR/Super Junior25 - The 12th Album/D.N.A..mp3,False
SUPER JUNIOR 슈퍼주니어 'U' MV,U,SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=yrLHPdZf-t8,https://i.ytimg.com/vi/yrLHPdZf-t8/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 'U' MV.mp3,False
SUPER JUNIOR 슈퍼주니어 'Somebody New' Special Video,Somebody New,SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=eM5XiXrBu74,https://i.ytimg.com/vi/eM5XiXrBu74/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR 슈퍼주니어 'Somebody New' Special Video.mp3,False
SUPER JUNIOR-L.S.S. 슈퍼주니어-L.S.S. 'Suit Up' MV,Suit Up,SUPER JUNIOR,SUPER JUNIOR,SMTOWN,Single,kpop-gen2,https://music.youtube.com/watch?v=4wUkrDxrcgc,https://i.ytimg.com/vi/4wUkrDxrcgc/maxresdefault.jpg,SUPER JUNIOR/Single/SUPER JUNIOR-L.S.S. 슈퍼주니어-L.S.S. 'Suit Up' MV.mp3,False
