Title,Main_Artist,Original_Artist,Album,Genre,YouTube_URL,Cover_URL,File_Path
Call Me The Liar,JustaTee,"JustaTee, LK, Eddy Việt",Call Me The Liar,vpop-rap-hiphop,https://music.youtube.com/watch?v=Jxmlo6bumNQ,https://i.ytimg.com/vi/Jxmlo6bumNQ/maxresdefault.jpg,JustaTee/Call Me The Liar/Call Me The Liar.mp3
Điều Nhỏ Bé Thần Kỳ,JustaTee,"JustaTee, Nguyễn Thanh Tuấn",Điều Nhỏ Bé Thần Kỳ,vpop-rap-hiphop,https://music.youtube.com/watch?v=Sg22RF2eQpQ,https://i.ytimg.com/vi/Sg22RF2eQpQ/maxresdefault.jpg,JustaTee/Điều Nhỏ Bé Thần Kỳ/Điều Nhỏ Bé Thần Kỳ.mp3
Wrong Bitch,JustaTee,"JustaTee, Andree",Wrong Bitch,vpop-rap-hiphop,https://music.youtube.com/watch?v=OkCySIdfPB0,https://i.ytimg.com/vi/OkCySIdfPB0/maxresdefault.jpg,JustaTee/Wrong Bitch/Wrong Bitch.mp3
Về Nhà Ăn Tết 2,JustaTee,"JustaTee, BigDaddy, Double2T",Về Nhà Ăn Tết 2,vpop-rap-hiphop,https://music.youtube.com/watch?v=agTP-4szh9E,https://i.ytimg.com/vi/agTP-4szh9E/maxresdefault.jpg,JustaTee/Về Nhà Ăn Tết 2/Về Nhà Ăn Tết 2.mp3
Cabinet,JustaTee,"효민, JustaTee",Cabinet,vpop-rap-hiphop,https://music.youtube.com/watch?v=bSr0O_4Dy6o,https://i.ytimg.com/vi/bSr0O_4Dy6o/maxresdefault.jpg,JustaTee/Cabinet/Cabinet.mp3
Dân Chơi Sớm,JustaTee,JustaTee,Dân Chơi Sớm,vpop-rap-hiphop,https://music.youtube.com/watch?v=K3gtruJCl-4,https://i.ytimg.com/vi/K3gtruJCl-4/maxresdefault.jpg,JustaTee/Dân Chơi Sớm/Dân Chơi Sớm.mp3
KÈO THƠM,JustaTee,"Hằng BingBoong, ZOSHY, JustaTee",KÈO THƠM,vpop-rap-hiphop,https://music.youtube.com/watch?v=YqUIS7Vn3W8,https://i.ytimg.com/vi/YqUIS7Vn3W8/maxresdefault.jpg,JustaTee/KÈO THƠM/KÈO THƠM.mp3
Excuse Me (feat. Cá Chép),JustaTee,"JustaTee, Cá Chép",JUSTATEE,vpop-rap-hiphop,https://music.youtube.com/watch?v=eD71oh-7nKw,https://i.ytimg.com/vi/eD71oh-7nKw/maxresdefault.jpg,JustaTee/JUSTATEE/Excuse Me (feat. Cá Chép).mp3
Kho Báu (with Rhymastic),Rhymastic,"(S)TRONG, Rhymastic",Kho Báu (with Rhymastic),vpop-rap-hiphop,https://music.youtube.com/watch?v=fJ9cJXotuXM,https://i.ytimg.com/vi/fJ9cJXotuXM/maxresdefault.jpg,Rhymastic/Kho Báu (with Rhymastic)/Kho Báu (with Rhymastic).mp3
Giữ Anh Cho Ngày Hôm Qua,Rhymastic,"Hoàng Dũng, Rhymastic, Lelarec",XOAY TRÒN,vpop-rap-hiphop,https://music.youtube.com/watch?v=mRXLNtzm9y0,https://i.ytimg.com/vi/mRXLNtzm9y0/maxresdefault.jpg,Rhymastic/XOAY TRÒN/Giữ Anh Cho Ngày Hôm Qua.mp3
Yêu 5,Rhymastic,Rhymastic,Yêu 5,vpop-rap-hiphop,https://music.youtube.com/watch?v=QFQdIvKSQ2Q,https://i.ytimg.com/vi/QFQdIvKSQ2Q/maxresdefault.jpg,Rhymastic/Yêu 5/Yêu 5.mp3
Nến Và Hoa,Rhymastic,Rhymastic,Nến Và Hoa,vpop-rap-hiphop,https://music.youtube.com/watch?v=WnvUDdie1mc,https://i.ytimg.com/vi/WnvUDdie1mc/maxresdefault.jpg,Rhymastic/Nến Và Hoa/Nến Và Hoa.mp3
Cứ Chill Thôi,Rhymastic,"Chillies, Suni Hạ Linh, Rhymastic",Cứ Chill Thôi,vpop-rap-hiphop,https://music.youtube.com/watch?v=EM7MxIsGt98,https://i.ytimg.com/vi/EM7MxIsGt98/maxresdefault.jpg,Rhymastic/Cứ Chill Thôi/Cứ Chill Thôi.mp3
Những Ngày Trời Bao La,Rhymastic,"Jun Phạm, Bùi Công Nam, Rhymastic, Duy Khánh 周周, Ngọc Thanh Tâm",Những Ngày Trời Bao La,vpop-rap-hiphop,https://music.youtube.com/watch?v=ymuBI_PUf0g,https://i.ytimg.com/vi/ymuBI_PUf0g/maxresdefault.jpg,Rhymastic/Những Ngày Trời Bao La/Những Ngày Trời Bao La.mp3
Nắng Lên (feat. Gonzo & Bwine),Rhymastic,"Rhymastic, SOOBIN, Gonzo, Bwine","Space Jam, Vol. 1",vpop-rap-hiphop,https://music.youtube.com/watch?v=DiNCT_DLt7M,https://i.ytimg.com/vi/DiNCT_DLt7M/maxresdefault.jpg,"Rhymastic/Space Jam, Vol. 1/Nắng Lên (feat. Gonzo & Bwine).mp3"
Vẫn Yêu,Rhymastic,Rhymastic,LOV6,vpop-rap-hiphop,https://music.youtube.com/watch?v=pq-5fwwJQlk,https://i.ytimg.com/vi/pq-5fwwJQlk/maxresdefault.jpg,Rhymastic/LOV6/Vẫn Yêu.mp3
Freaky Squad (feat. Touliver),Rhymastic,"Rhymastic, Binz, SOOBIN, Touliver",Freaky Squad (feat. Touliver),vpop-rap-hiphop,https://music.youtube.com/watch?v=CrAr_mo0lro,https://i.ytimg.com/vi/CrAr_mo0lro/maxresdefault.jpg,Rhymastic/Freaky Squad (feat. Touliver)/Freaky Squad (feat. Touliver).mp3
Lặng,Rhymastic,Rhymastic,Lặng,vpop-rap-hiphop,https://music.youtube.com/watch?v=Ome_jnhbhRo,https://i.ytimg.com/vi/Ome_jnhbhRo/maxresdefault.jpg,Rhymastic/Lặng/Lặng.mp3
Ngổn Ngang,Rhymastic,Rhymastic,LOV6,vpop-rap-hiphop,https://music.youtube.com/watch?v=8yWFm2JewiE,https://i.ytimg.com/vi/8yWFm2JewiE/maxresdefault.jpg,Rhymastic/LOV6/Ngổn Ngang.mp3
Chợt Nghe Bước Em Về,Rhymastic,"Tự Long, Cường Seven, Quốc Thiên, SOOBIN, Rhymastic, Đinh Tiến Đạt",Anh Trai Vượt Ngàn Chông Gai 2024 - Công Diễn 2,vpop-rap-hiphop,https://music.youtube.com/watch?v=kum7_nsbit8,https://i.ytimg.com/vi/kum7_nsbit8/maxresdefault.jpg,Rhymastic/Anh Trai Vượt Ngàn Chông Gai 2024 - Công Diễn 2/Chợt Nghe Bước Em Về.mp3
Thu Hoài,Rhymastic,"Quốc Thiên, Hà Lê, Tiến Luật, Rhymastic, Đinh Tiến Đạt",Anh Trai Vượt Ngàn Chông Gai 2024 - Công Diễn 3,vpop-rap-hiphop,https://music.youtube.com/watch?v=nHHCLAurbBw,https://i.ytimg.com/vi/nHHCLAurbBw/maxresdefault.jpg,Rhymastic/Anh Trai Vượt Ngàn Chông Gai 2024 - Công Diễn 3/Thu Hoài.mp3
Side Effects (feat. B-Wine),Rhymastic,"Rhymastic, B-Wine",LOV6,vpop-rap-hiphop,https://music.youtube.com/watch?v=NqsAFwpYsF0,https://i.ytimg.com/vi/NqsAFwpYsF0/maxresdefault.jpg,Rhymastic/LOV6/Side Effects (feat. B-Wine).mp3
QUÁ LÀ TRÔI,Rhymastic,"Binz, Rhymastic, Bùi Công Nam, Đỗ Hoàng Hiệp, Thiên Minh, Hà Lê",Anh Trai Vượt Ngàn Chông Gai 2024 - Chung Kết 1,vpop-rap-hiphop,https://music.youtube.com/watch?v=YvM19Q0KJ8c,https://i.ytimg.com/vi/YvM19Q0KJ8c/maxresdefault.jpg,Rhymastic/Anh Trai Vượt Ngàn Chông Gai 2024 - Chung Kết 1/QUÁ LÀ TRÔI.mp3
Hào Quang,Rhymastic,"Lil Wuyn, Rhymastic",An,vpop-rap-hiphop,https://music.youtube.com/watch?v=nCYTwpAgzJ4,https://i.ytimg.com/vi/nCYTwpAgzJ4/maxresdefault.jpg,Rhymastic/An/Hào Quang.mp3
A Veil of Mist,Rhymastic,"SPACESPEAKERS, Binz, JustaTee, Rhymastic, SOOBIN",KOSMIK,vpop-rap-hiphop,https://music.youtube.com/watch?v=ViUCaz2SNqA,https://i.ytimg.com/vi/ViUCaz2SNqA/maxresdefault.jpg,Rhymastic/KOSMIK/A Veil of Mist.mp3
Vinh Quang Đang Chờ Ta,Rhymastic,"SOOBIN, Rhymastic, Liên Quân Mobile, Garena Liên Quân Mobile, Vũ Đức Thiện, Nguyễn Hoàng Sơn",Vinh Quang Đang Chờ Ta,vpop-rap-hiphop,https://music.youtube.com/watch?v=rfUpLtvXzUY,https://i.ytimg.com/vi/rfUpLtvXzUY/maxresdefault.jpg,Rhymastic/Vinh Quang Đang Chờ Ta/Vinh Quang Đang Chờ Ta.mp3
Tượng,Rhymastic,Rhymastic,Tượng,vpop-rap-hiphop,https://music.youtube.com/watch?v=Rm-5r9cUyHc,https://i.ytimg.com/vi/Rm-5r9cUyHc/maxresdefault.jpg,Rhymastic/Tượng/Tượng.mp3
Líu La Líu Lo,Rhymastic,Rhymastic,LOV6,vpop-rap-hiphop,https://music.youtube.com/watch?v=L8kykONBghI,https://i.ytimg.com/vi/L8kykONBghI/maxresdefault.jpg,Rhymastic/LOV6/Líu La Líu Lo.mp3
Nhanh lên nhé! (feat. Touliver & SlimV),Rhymastic,"Rhymastic, Binz, SOOBIN, Touliver, SlimV",Nhanh lên nhé!,vpop-rap-hiphop,https://music.youtube.com/watch?v=gUcM1nBBiIA,https://i.ytimg.com/vi/gUcM1nBBiIA/maxresdefault.jpg,Rhymastic/Nhanh lên nhé!/Nhanh lên nhé! (feat. Touliver & SlimV).mp3
Ngọt,Rhymastic,"JustaTee, Rhymastic",Ngọt,vpop-rap-hiphop,https://music.youtube.com/watch?v=y8Ww2zOD_Cw,https://i.ytimg.com/vi/y8Ww2zOD_Cw/maxresdefault.jpg,Rhymastic/Ngọt/Ngọt.mp3
Ngày Tuyệt Vời Nhất,Rhymastic,Rhymastic,Ngày Tuyệt Vời Nhất,vpop-rap-hiphop,https://music.youtube.com/watch?v=gefIjNaXJ8U,https://i.ytimg.com/vi/gefIjNaXJ8U/maxresdefault.jpg,Rhymastic/Ngày Tuyệt Vời Nhất/Ngày Tuyệt Vời Nhất.mp3
Y6U,Rhymastic,Rhymastic,LOV6,vpop-rap-hiphop,https://music.youtube.com/watch?v=FmLps6krfyg,https://i.ytimg.com/vi/FmLps6krfyg/maxresdefault.jpg,Rhymastic/LOV6/Y6U.mp3
Final Form,Rhymastic,"The Flob, Rhymastic",TỐI THƯỢNG,vpop-rap-hiphop,https://music.youtube.com/watch?v=NOsxtIKDRVE,https://i.ytimg.com/vi/NOsxtIKDRVE/maxresdefault.jpg,Rhymastic/TỐI THƯỢNG/Final Form.mp3
Cứ Chill Thôi (DJ TuSo & LEA Remix),Rhymastic,"Chillies, Suni Hạ Linh, Rhymastic",Cứ Chill Thôi,vpop-rap-hiphop,https://music.youtube.com/watch?v=kFtm0ImXS_Y,https://i.ytimg.com/vi/kFtm0ImXS_Y/maxresdefault.jpg,Rhymastic/Cứ Chill Thôi/Cứ Chill Thôi (DJ TuSo & LEA Remix).mp3
HỎA CA x TRÁI ĐẤT TRÒN,Rhymastic,"Bằng Kiều, Tuấn Hưng, Tự Long, Hồng Sơn, Phan Đình Tùng, Đăng Khôi, SOOBIN, Binz, Quốc Thiên, Tăng Phúc, S.T Sơn Thạch, Rhymastic, Đinh Tiến Đạt, Hà Lê, Thanh Duy, Phạm Khánh Hưng, (S)TRONG, Trương Thế Vinh, Kay Trần, Cường Seven, Kiên Ứng, Liên Bỉnh Phát, Duy Nhất, Tiến Luật, Thiên Minh, Jun Phạm, Bùi Công Nam, Neko Lê, HuyR, Duy Khánh 周周, BB Trần, Thành Trung, Đỗ Hoàng Hiệp",Anh Trai Vượt Ngàn Chông Gai 2024 - Chung Kết,vpop-rap-hiphop,https://music.youtube.com/watch?v=sxKLkoBguCU,https://i.ytimg.com/vi/sxKLkoBguCU/maxresdefault.jpg,Rhymastic/Anh Trai Vượt Ngàn Chông Gai 2024 - Chung Kết/HỎA CA x TRÁI ĐẤT TRÒN.mp3
Những Kẻ Mộng Mơ,Rhymastic,"SOOBIN, Tiến Luật, Tuấn Hưng, Quốc Thiên, Rhymastic, Tự Long",Anh Trai Vượt Ngàn Chông Gai 2024 - Công Diễn 2,vpop-rap-hiphop,https://music.youtube.com/watch?v=zuqTFmUY0Co,https://i.ytimg.com/vi/zuqTFmUY0Co/maxresdefault.jpg,Rhymastic/Anh Trai Vượt Ngàn Chông Gai 2024 - Công Diễn 2/Những Kẻ Mộng Mơ.mp3
Late Night,Rhymastic,"Andree Right Hand, Rhymastic, Bùi Thế Anh, Vũ Đức Thiện, Bùi Thế Anh, Vũ Đức Thiện",Late Night,vpop-rap-hiphop,https://music.youtube.com/watch?v=WZYENhE379c,https://i.ytimg.com/vi/WZYENhE379c/maxresdefault.jpg,Rhymastic/Late Night/Late Night.mp3
Trên Lầu Cao,Rhymastic,Rhymastic,Trên Lầu Cao,vpop-rap-hiphop,https://music.youtube.com/watch?v=rwNZO0M8LGM,https://i.ytimg.com/vi/rwNZO0M8LGM/maxresdefault.jpg,Rhymastic/Trên Lầu Cao/Trên Lầu Cao.mp3
September Flower,Rhymastic,"Touliver, Rhymastic, Tra My Idol",September Flower,vpop-rap-hiphop,https://music.youtube.com/watch?v=WVLMoGU4uYo,https://i.ytimg.com/vi/WVLMoGU4uYo/maxresdefault.jpg,Rhymastic/September Flower/September Flower.mp3
Nụ Cười,Rhymastic,Rhymastic,Nụ Cười,vpop-rap-hiphop,https://music.youtube.com/watch?v=MOF7Vl353_g,https://i.ytimg.com/vi/MOF7Vl353_g/maxresdefault.jpg,Rhymastic/Nụ Cười/Nụ Cười.mp3
Thì Sao? (feat. Touliver),Rhymastic,"YC, Rhymastic, Touliver",Thì Sao? (feat. Touliver),vpop-rap-hiphop,https://music.youtube.com/watch?v=XCxHZCKBdow,https://i.ytimg.com/vi/XCxHZCKBdow/maxresdefault.jpg,Rhymastic/Thì Sao? (feat. Touliver)/Thì Sao? (feat. Touliver).mp3
Ta Còn Đây,Rhymastic,"JustaTee, Rhymastic",Ta Còn Đây,vpop-rap-hiphop,https://music.youtube.com/watch?v=Gs8jYqyt86w,https://i.ytimg.com/vi/Gs8jYqyt86w/maxresdefault.jpg,Rhymastic/Ta Còn Đây/Ta Còn Đây.mp3
Hom Nay Toi Co Don Qua,Rhymastic,"Toc Tien, Rhymastic",Hom Nay Toi Co Don Qua,vpop-rap-hiphop,https://music.youtube.com/watch?v=XAO8sFECltk,https://i.ytimg.com/vi/XAO8sFECltk/maxresdefault.jpg,Rhymastic/Hom Nay Toi Co Don Qua/Hom Nay Toi Co Don Qua.mp3
Kho Báu Sau Mỗi Đường Lau,Rhymastic,(S)TRONG,Kho Báu Sau Mỗi Đường Lau,vpop-rap-hiphop,https://music.youtube.com/watch?v=XA5ZoDXFSeY,https://i.ytimg.com/vi/XA5ZoDXFSeY/maxresdefault.jpg,Rhymastic/Kho Báu Sau Mỗi Đường Lau/Kho Báu Sau Mỗi Đường Lau.mp3
Cả Ngàn Lời Chúc,Rhymastic,Rhymastic,Cả Ngàn Lời Chúc,vpop-rap-hiphop,https://music.youtube.com/watch?v=sxUaJTH4iVw,https://i.ytimg.com/vi/sxUaJTH4iVw/maxresdefault.jpg,Rhymastic/Cả Ngàn Lời Chúc/Cả Ngàn Lời Chúc.mp3
Yêu 5 (Lofi),Rhymastic,Rhymastic,Yêu 5 (Lofi),vpop-rap-hiphop,https://music.youtube.com/watch?v=LoUbePNzcFM,https://i.ytimg.com/vi/LoUbePNzcFM/maxresdefault.jpg,Rhymastic/Yêu 5 (Lofi)/Yêu 5 (Lofi).mp3
Đào Liễu,Rhymastic,"Đinh Tiến Đạt, Tiến Luật, Rhymastic, Quốc Thiên, Binz, Duy Khánh 周周, NSND Thu Huyền",Anh Trai Vượt Ngàn Chông Gai 2024 - Công Diễn 4,vpop-rap-hiphop,https://music.youtube.com/watch?v=9XFz6B-31yc,https://i.ytimg.com/vi/9XFz6B-31yc/maxresdefault.jpg,Rhymastic/Anh Trai Vượt Ngàn Chông Gai 2024 - Công Diễn 4/Đào Liễu.mp3
SKYLINE,Rhymastic,"Da LAB, Rhymastic",SKYLINE,vpop-rap-hiphop,https://music.youtube.com/watch?v=Gg1LpDxtgSM,https://i.ytimg.com/vi/Gg1LpDxtgSM/maxresdefault.jpg,Rhymastic/SKYLINE/SKYLINE.mp3
Đâu Ai Yêu Nghệ Thuật Đến Thế,Rhymastic,"YC, Rhymastic",Đâu Ai Yêu Nghệ Thuật Đến Thế,vpop-rap-hiphop,https://music.youtube.com/watch?v=79lJWsxGhXU,https://i.ytimg.com/vi/79lJWsxGhXU/maxresdefault.jpg,Rhymastic/Đâu Ai Yêu Nghệ Thuật Đến Thế/Đâu Ai Yêu Nghệ Thuật Đến Thế.mp3
Ngọn Đuốc Đêm,Rhymastic,Rhymastic,Ngọn Đuốc Đêm,vpop-rap-hiphop,https://music.youtube.com/watch?v=iMlUPIM5hb4,https://i.ytimg.com/vi/iMlUPIM5hb4/maxresdefault.jpg,Rhymastic/Ngọn Đuốc Đêm/Ngọn Đuốc Đêm.mp3
Tiền Tươi,Rhymastic,"YC, Rhymastic",Tiền Tươi,vpop-rap-hiphop,https://music.youtube.com/watch?v=Mjq7m37QT04,https://i.ytimg.com/vi/Mjq7m37QT04/maxresdefault.jpg,Rhymastic/Tiền Tươi/Tiền Tươi.mp3
Đây Là Việt Nam (Giải Đấu AIC 2018),Rhymastic,"Rhymastic, Blacka, Liên Quân Mobile, Garena Liên Quân Mobile, Hồ Thiên Ân, Vũ Đức Thiện",Đây Là Việt Nam (Giải Đấu AIC 2018),vpop-rap-hiphop,https://music.youtube.com/watch?v=mDTRTOyCktc,https://i.ytimg.com/vi/mDTRTOyCktc/maxresdefault.jpg,Rhymastic/Đây Là Việt Nam (Giải Đấu AIC 2018)/Đây Là Việt Nam (Giải Đấu AIC 2018).mp3
Thêm Đứa Nữa,Rhymastic,Rhymastic,LOV6,vpop-rap-hiphop,https://music.youtube.com/watch?v=Tj2Ej8B_9lU,https://i.ytimg.com/vi/Tj2Ej8B_9lU/maxresdefault.jpg,Rhymastic/LOV6/Thêm Đứa Nữa.mp3
Mr. Kim (feat. Gonzo & Bwine),Rhymastic,"Rhymastic, SOOBIN, Gonzo, Bwine","Space Jam, Vol. 1",vpop-rap-hiphop,https://music.youtube.com/watch?v=mqEXmz9r2pw,https://i.ytimg.com/vi/mqEXmz9r2pw/maxresdefault.jpg,"Rhymastic/Space Jam, Vol. 1/Mr. Kim (feat. Gonzo & Bwine).mp3"
Vui Đi Em,Rhymastic,"Soobin Hoàng Sơn, Rhymastic, Gin, Antei Ngọc Thịnh",Hòa Ấm Ánh Sáng 2016 Liveshow 10,vpop-rap-hiphop,https://music.youtube.com/watch?v=m_-yjkkQpdw,https://i.ytimg.com/vi/m_-yjkkQpdw/maxresdefault.jpg,Rhymastic/Hòa Ấm Ánh Sáng 2016 Liveshow 10/Vui Đi Em.mp3
Yêu 5 (Kriss Ngo Remix),Rhymastic,"Kriss Ngo, Rhymastic",Hạ Nhiệt Live Set,vpop-rap-hiphop,https://music.youtube.com/watch?v=Eoy_Ea-HhlE,https://i.ytimg.com/vi/Eoy_Ea-HhlE/maxresdefault.jpg,Rhymastic/Hạ Nhiệt Live Set/Yêu 5 (Kriss Ngo Remix).mp3
Daydreams (The Remix 2016),Rhymastic,"Soobin Hoàng Sơn, DJ Gin, Rhymastic",Daydreams (The Remix 2016),vpop-rap-hiphop,https://music.youtube.com/watch?v=ltBuJMAtPCg,https://i.ytimg.com/vi/ltBuJMAtPCg/maxresdefault.jpg,Rhymastic/Daydreams (The Remix 2016)/Daydreams (The Remix 2016).mp3
Ngổn Ngang (HITStory Live Version),Rhymastic,"Rhymastic, HITStory",Rhymastic (HITStory Live Session),vpop-rap-hiphop,https://music.youtube.com/watch?v=CnuOH33XtX0,https://i.ytimg.com/vi/CnuOH33XtX0/maxresdefault.jpg,Rhymastic/Rhymastic (HITStory Live Session)/Ngổn Ngang (HITStory Live Version).mp3
Người Im Lặng Gặp Người Hay Nói,HIEUTHUHAI,HIEUTHUHAI,Người Im Lặng Gặp Người Hay Nói,vpop-rap-hiphop,https://music.youtube.com/watch?v=IlVAy_wTG_s,https://i.ytimg.com/vi/IlVAy_wTG_s/maxresdefault.jpg,HIEUTHUHAI/Người Im Lặng Gặp Người Hay Nói/Người Im Lặng Gặp Người Hay Nói.mp3
Exit Sign,HIEUTHUHAI,HIEUTHUHAI,Ai Cũng Phải Bắt Đầu Từ Đâu Đó,vpop-rap-hiphop,https://music.youtube.com/watch?v=Fwsl_XS4sYQ,https://i.ytimg.com/vi/Fwsl_XS4sYQ/maxresdefault.jpg,HIEUTHUHAI/Ai Cũng Phải Bắt Đầu Từ Đâu Đó/Exit Sign.mp3
KHÔNG THỂ SAY,HIEUTHUHAI,HIEUTHUHAI,KHÔNG THỂ SAY,vpop-rap-hiphop,https://music.youtube.com/watch?v=r96eaATJWW8,https://i.ytimg.com/vi/r96eaATJWW8/maxresdefault.jpg,HIEUTHUHAI/KHÔNG THỂ SAY/KHÔNG THỂ SAY.mp3
Dạo Gần Đây Anh Thấy Anh Không Bằng Ai Hết,HIEUTHUHAI,HIEUTHUHAI,Mắt Nhắm Mắt Mở,vpop-rap-hiphop,https://music.youtube.com/watch?v=vy8UWo4f72Q,https://i.ytimg.com/vi/vy8UWo4f72Q/maxresdefault.jpg,HIEUTHUHAI/Mắt Nhắm Mắt Mở/Dạo Gần Đây Anh Thấy Anh Không Bằng Ai Hết.mp3
Chờ Tới Khi Anh Về,HIEUTHUHAI,HIEUTHUHAI,Mắt Nhắm Mắt Mở,vpop-rap-hiphop,https://music.youtube.com/watch?v=5b6KIKHUapo,https://i.ytimg.com/vi/5b6KIKHUapo/maxresdefault.jpg,HIEUTHUHAI/Mắt Nhắm Mắt Mở/Chờ Tới Khi Anh Về.mp3
Vacheron Louie V,HIEUTHUHAI,HIEUTHUHAI,Mắt Nhắm Mắt Mở,vpop-rap-hiphop,https://music.youtube.com/watch?v=yUwaWnp4NhA,https://i.ytimg.com/vi/yUwaWnp4NhA/maxresdefault.jpg,HIEUTHUHAI/Mắt Nhắm Mắt Mở/Vacheron Louie V.mp3
Hết Yêu,HIEUTHUHAI,HIEUTHUHAI,Mắt Nhắm Mắt Mở,vpop-rap-hiphop,https://music.youtube.com/watch?v=YxWNrz3G27M,https://i.ytimg.com/vi/YxWNrz3G27M/maxresdefault.jpg,HIEUTHUHAI/Mắt Nhắm Mắt Mở/Hết Yêu.mp3
NOLOVENOLIFE,HIEUTHUHAI,HIEUTHUHAI,Ai Cũng Phải Bắt Đầu Từ Đâu Đó,vpop-rap-hiphop,https://music.youtube.com/watch?v=S5EtJPWKLZM,https://i.ytimg.com/vi/S5EtJPWKLZM/maxresdefault.jpg,HIEUTHUHAI/Ai Cũng Phải Bắt Đầu Từ Đâu Đó/NOLOVENOLIFE.mp3
Anh Nên Đi Khỏi Đây,HIEUTHUHAI,HIEUTHUHAI,Mắt Nhắm Mắt Mở,vpop-rap-hiphop,https://music.youtube.com/watch?v=iJVYLTUuJIM,https://i.ytimg.com/vi/iJVYLTUuJIM/maxresdefault.jpg,HIEUTHUHAI/Mắt Nhắm Mắt Mở/Anh Nên Đi Khỏi Đây.mp3
Không Thể Say (Live Band Version),HIEUTHUHAI,HIEUTHUHAI,Không Thể Say (Live Band Version),vpop-rap-hiphop,https://music.youtube.com/watch?v=QGRMZW6nxzQ,https://i.ytimg.com/vi/QGRMZW6nxzQ/maxresdefault.jpg,HIEUTHUHAI/Không Thể Say (Live Band Version)/Không Thể Say (Live Band Version).mp3
Cho Em An Toàn,HIEUTHUHAI,HIEUTHUHAI,Ai Cũng Phải Bắt Đầu Từ Đâu Đó,vpop-rap-hiphop,https://music.youtube.com/watch?v=tAT6TsTuf8c,https://i.ytimg.com/vi/tAT6TsTuf8c/maxresdefault.jpg,HIEUTHUHAI/Ai Cũng Phải Bắt Đầu Từ Đâu Đó/Cho Em An Toàn.mp3
Nước Mắt Cá Sấu,HIEUTHUHAI,HIEUTHUHAI,Nước Mắt Cá Sấu,vpop-rap-hiphop,https://music.youtube.com/watch?v=8ocYX6PMh2Y,https://i.ytimg.com/vi/8ocYX6PMh2Y/maxresdefault.jpg,HIEUTHUHAI/Nước Mắt Cá Sấu/Nước Mắt Cá Sấu.mp3
Đáng Lý Anh Nên Yêu Em Hơn,HIEUTHUHAI,HIEUTHUHAI,Mắt Nhắm Mắt Mở,vpop-rap-hiphop,https://music.youtube.com/watch?v=3-egDrgme8M,https://i.ytimg.com/vi/3-egDrgme8M/maxresdefault.jpg,HIEUTHUHAI/Mắt Nhắm Mắt Mở/Đáng Lý Anh Nên Yêu Em Hơn.mp3
NGHE NHƯ TÌNH YÊU,HIEUTHUHAI,HIEUTHUHAI,NGHE NHƯ TÌNH YÊU,vpop-rap-hiphop,https://music.youtube.com/watch?v=RzcIFhX_nBE,https://i.ytimg.com/vi/RzcIFhX_nBE/maxresdefault.jpg,HIEUTHUHAI/NGHE NHƯ TÌNH YÊU/NGHE NHƯ TÌNH YÊU.mp3
Trình,HIEUTHUHAI,HIEUTHUHAI,Trình,vpop-rap-hiphop,https://music.youtube.com/watch?v=-ZcN9AG7XDI,https://i.ytimg.com/vi/-ZcN9AG7XDI/sddefault.jpg,HIEUTHUHAI/Trình/Trình.mp3
Mamma Mia,HIEUTHUHAI,"HIEUTHUHAI, HURRYKNG, MANBO, Negav, Rex, Trần Minh Hiếu, Phạm Bảo Khang, Lâm Bạch Phúc Hậu, Đặng Thành An, Phạm Tấn Thành",Mamma Mia,vpop-rap-hiphop,https://music.youtube.com/watch?v=3mMS-XJ6npA,https://i.ytimg.com/vi/3mMS-XJ6npA/maxresdefault.jpg,HIEUTHUHAI/Mamma Mia/Mamma Mia.mp3
Đâu Có Ai Nhìn,HIEUTHUHAI,HIEUTHUHAI,Mắt Nhắm Mắt Mở,vpop-rap-hiphop,https://music.youtube.com/watch?v=Y9VZSxVDkCU,https://i.ytimg.com/vi/Y9VZSxVDkCU/maxresdefault.jpg,HIEUTHUHAI/Mắt Nhắm Mắt Mở/Đâu Có Ai Nhìn.mp3
Không Phải Gu,HIEUTHUHAI,HIEUTHUHAI,Ai Cũng Phải Bắt Đầu Từ Đâu Đó,vpop-rap-hiphop,https://music.youtube.com/watch?v=Z7A81KmsPOA,https://i.ytimg.com/vi/Z7A81KmsPOA/maxresdefault.jpg,HIEUTHUHAI/Ai Cũng Phải Bắt Đầu Từ Đâu Đó/Không Phải Gu.mp3
Đâu Cần Gì Hơn,HIEUTHUHAI,HIEUTHUHAI,Mắt Nhắm Mắt Mở,vpop-rap-hiphop,https://music.youtube.com/watch?v=Nh0INSlg6d4,https://i.ytimg.com/vi/Nh0INSlg6d4/maxresdefault.jpg,HIEUTHUHAI/Mắt Nhắm Mắt Mở/Đâu Cần Gì Hơn.mp3
Sắp Nổi Tiếng 2,HIEUTHUHAI,HIEUTHUHAI,Mắt Nhắm Mắt Mở,vpop-rap-hiphop,https://music.youtube.com/watch?v=QjfO_IXOauQ,https://i.ytimg.com/vi/QjfO_IXOauQ/maxresdefault.jpg,HIEUTHUHAI/Mắt Nhắm Mắt Mở/Sắp Nổi Tiếng 2.mp3
