Title,Main_Artist,Original_Artist,Album,Genre,YouTube_URL,Cover_URL,File_Path
Yêu Bền Bỉ (Royce x GemV Remix),Erik,"Erik, Freaky, Benny",Yêu Bền Bỉ,vpop-mainstream,https://music.youtube.com/watch?v=giYafwEeuzo,https://i.ytimg.com/vi/giYafwEeuzo/maxresdefault.jpg,Erik/Yêu Bền Bỉ/Yêu Bền Bỉ (Royce x GemV Remix).mp3
Chính Tôi Người Việt Nam,Erik,"Karik, Erik, Only C",Chính Tôi Người Việt Nam,vpop-mainstream,https://music.youtube.com/watch?v=X80XTOWOQiI,https://i.ytimg.com/vi/X80XTOWOQiI/maxresdefault.jpg,Erik/Chính Tôi Người Việt Nam/Chính Tôi Người Việt Nam.mp3
Có Tất Cả Nhưng Thiếu Anh (HITStory Live Version),Erik,"ERIK, HITStory, Vương Anh Tú",ERIK (HITStory Season 3 Live Session),vpop-mainstream,https://music.youtube.com/watch?v=2Qhltba6A0U,https://i.ytimg.com/vi/2Qhltba6A0U/maxresdefault.jpg,Erik/ERIK (HITStory Season 3 Live Session)/Có Tất Cả Nhưng Thiếu Anh (HITStory Live Version).mp3
Chưa Bao Giờ Mẹ Kể (Violin Version),Erik,"MIN, Erik",Chưa Bao Giờ Mẹ Kể,vpop-mainstream,https://music.youtube.com/watch?v=dR5hP0s89L8,https://i.ytimg.com/vi/dR5hP0s89L8/maxresdefault.jpg,Erik/Chưa Bao Giờ Mẹ Kể/Chưa Bao Giờ Mẹ Kể (Violin Version).mp3
Yêu Bền Bỉ (Haky x GemV Remix),Erik,"Erik, Freaky, Benny",Yêu Bền Bỉ,vpop-mainstream,https://music.youtube.com/watch?v=ZctSjYQTTME,https://i.ytimg.com/vi/ZctSjYQTTME/maxresdefault.jpg,Erik/Yêu Bền Bỉ/Yêu Bền Bỉ (Haky x GemV Remix).mp3
Lạc Nhau Có Phải Muôn Đời (HITStory Live Version),Erik,"ERIK, HITStory, Triết Phạm",ERIK (HITStory Season 3 Live Session),vpop-mainstream,https://music.youtube.com/watch?v=5j6_el1ywyY,https://i.ytimg.com/vi/5j6_el1ywyY/maxresdefault.jpg,Erik/ERIK (HITStory Season 3 Live Session)/Lạc Nhau Có Phải Muôn Đời (HITStory Live Version).mp3
Chạy Về Khóc Với Anh (HITStory Live Version),Erik,"ERIK, HITStory, Nguyễn Phúc Thiện",ERIK (HITStory Season 3 Live Session),vpop-mainstream,https://music.youtube.com/watch?v=1RsE78aGZhY,https://i.ytimg.com/vi/1RsE78aGZhY/maxresdefault.jpg,Erik/ERIK (HITStory Season 3 Live Session)/Chạy Về Khóc Với Anh (HITStory Live Version).mp3
Chưa Bao Giờ Mẹ Kể,Erik,"Erik, Han Sara",The Heroes 2021 Tập 19,vpop-mainstream,https://music.youtube.com/watch?v=pM9hqUZRL_o,https://i.ytimg.com/vi/pM9hqUZRL_o/maxresdefault.jpg,Erik/The Heroes 2021 Tập 19/Chưa Bao Giờ Mẹ Kể.mp3
Việt Nam Tử Tế (Instrumental),Erik,"Lam Trường, Tóc Tiên, Hoàng Thùy Linh, ERIK, Karik, Kata Trần, Thịnh Kainz, Tùng Cedrus",Việt Nam Tử Tế,vpop-mainstream,https://music.youtube.com/watch?v=wqDVLJMh6pA,https://i.ytimg.com/vi/wqDVLJMh6pA/maxresdefault.jpg,Erik/Việt Nam Tử Tế/Việt Nam Tử Tế (Instrumental).mp3
Yêu Bền Bỉ,Erik,"Erik, Luny",Yêu Bền Bỉ,vpop-mainstream,https://music.youtube.com/watch?v=w8z293omiv0,https://i.ytimg.com/vi/w8z293omiv0/maxresdefault.jpg,Erik/Yêu Bền Bỉ/Yêu Bền Bỉ.mp3
Anh Luôn Là Lý Do (HITStory Live Version),Erik,"ERIK, HITStory, Nguyễn Phúc Thiện, Lou Hoàng",ERIK (HITStory Season 3 Live Session),vpop-mainstream,https://music.youtube.com/watch?v=qlkIqMgkuqg,https://i.ytimg.com/vi/qlkIqMgkuqg/maxresdefault.jpg,Erik/ERIK (HITStory Season 3 Live Session)/Anh Luôn Là Lý Do (HITStory Live Version).mp3
Be My Girl,Erik,"Thu Minh, ERIK, Phúc Bồ, Yến MooN",Be My Girl,vpop-mainstream,https://music.youtube.com/watch?v=0D13ld0iBRI,https://i.ytimg.com/vi/0D13ld0iBRI/maxresdefault.jpg,Erik/Be My Girl/Be My Girl.mp3
lyhoptinh (feat. Han Sara) (DJ AM Remix),Erik,"ERIK, Han Sara",lyhoptinh (feat. Han Sara),vpop-mainstream,https://music.youtube.com/watch?v=wh6cppoqOTw,https://i.ytimg.com/vi/wh6cppoqOTw/maxresdefault.jpg,Erik/lyhoptinh (feat. Han Sara)/lyhoptinh (feat. Han Sara) (DJ AM Remix).mp3
Yêu Bền Bỉ (GemV Lofi Chill),Erik,"Erik, Freaky, Benny",Yêu Bền Bỉ,vpop-mainstream,https://music.youtube.com/watch?v=WOTXp6qjCV8,https://i.ytimg.com/vi/WOTXp6qjCV8/maxresdefault.jpg,Erik/Yêu Bền Bỉ/Yêu Bền Bỉ (GemV Lofi Chill).mp3
Yêu Bền Bỉ (Beat) (Royce x GemV Remix),Erik,"Erik, Freaky, Benny",Yêu Bền Bỉ,vpop-mainstream,https://music.youtube.com/watch?v=UBLsGtXNtuM,https://i.ytimg.com/vi/UBLsGtXNtuM/maxresdefault.jpg,Erik/Yêu Bền Bỉ/Yêu Bền Bỉ (Beat) (Royce x GemV Remix).mp3
Yêu Bền Bỉ (Beat) (Haky x GemV Remix),Erik,"Erik, Freaky, Benny",Yêu Bền Bỉ,vpop-mainstream,https://music.youtube.com/watch?v=EEtMQgsH0eI,https://i.ytimg.com/vi/EEtMQgsH0eI/maxresdefault.jpg,Erik/Yêu Bền Bỉ/Yêu Bền Bỉ (Beat) (Haky x GemV Remix).mp3
Yêu Bền Bỉ (Beat),Erik,"Erik, Freaky, Benny",Yêu Bền Bỉ,vpop-mainstream,https://music.youtube.com/watch?v=qjcAI7YXv84,https://i.ytimg.com/vi/qjcAI7YXv84/maxresdefault.jpg,Erik/Yêu Bền Bỉ/Yêu Bền Bỉ (Beat).mp3
lyhoptinh (feat. Han Sara) (Sped Up),Erik,"ERIK, Han Sara",lyhoptinh (feat. Han Sara),vpop-mainstream,https://music.youtube.com/watch?v=L3Hms5Wf0co,https://i.ytimg.com/vi/L3Hms5Wf0co/maxresdefault.jpg,Erik/lyhoptinh (feat. Han Sara)/lyhoptinh (feat. Han Sara) (Sped Up).mp3
MÙA HÈ TUYỆT VỜI,Đức Phúc,ĐỨC PHÚC， TĂNG DUY TÂN,MÙA HÈ TUYỆT VỜI,vpop-mainstream,https://music.youtube.com/watch?v=CeKcg5r4kUQ,https://i.ytimg.com/vi/CeKcg5r4kUQ/maxresdefault.jpg,Đức Phúc/MÙA HÈ TUYỆT VỜI/MÙA HÈ TUYỆT VỜI.mp3
HET THUONG CAN NHO,Đức Phúc,DUC PHUC,HET THUONG CAN NHO,vpop-mainstream,https://music.youtube.com/watch?v=SlSfD94Tjys,https://i.ytimg.com/vi/SlSfD94Tjys/maxresdefault.jpg,Đức Phúc/HET THUONG CAN NHO/HET THUONG CAN NHO.mp3
Em Đồng Ý (I Do),Đức Phúc,"Đức Phúc, 911",Em Đồng Ý (I Do),vpop-mainstream,https://music.youtube.com/watch?v=lJEC3Nnccys,https://i.ytimg.com/vi/lJEC3Nnccys/maxresdefault.jpg,Đức Phúc/Em Đồng Ý (I Do)/Em Đồng Ý (I Do).mp3
Đóa Phù Dung Cuối Cùng,Đức Phúc,Đức Phúc,Đóa Phù Dung Cuối Cùng,vpop-mainstream,https://music.youtube.com/watch?v=_OdJOspivj0,https://i.ytimg.com/vi/_OdJOspivj0/maxresdefault.jpg,Đức Phúc/Đóa Phù Dung Cuối Cùng/Đóa Phù Dung Cuối Cùng.mp3
Ngày Đầu Sau Chia Tay,Đức Phúc,Đức Phúc,Ngày Đầu Sau Chia Tay,vpop-mainstream,https://music.youtube.com/watch?v=j-wqaSF85os,https://i.ytimg.com/vi/j-wqaSF85os/maxresdefault.jpg,Đức Phúc/Ngày Đầu Sau Chia Tay/Ngày Đầu Sau Chia Tay.mp3
NGÀY ĐẦU TIÊN,Đức Phúc,ĐỨC PHÚC,NGÀY ĐẦU TIÊN,vpop-mainstream,https://music.youtube.com/watch?v=aMlx7kKeQXY,https://i.ytimg.com/vi/aMlx7kKeQXY/maxresdefault.jpg,Đức Phúc/NGÀY ĐẦU TIÊN/NGÀY ĐẦU TIÊN.mp3
HON CA YEU,Đức Phúc,DUC PHUC,HON CA YEU,vpop-mainstream,https://music.youtube.com/watch?v=umLYXecFVaA,https://i.ytimg.com/vi/umLYXecFVaA/maxresdefault.jpg,Đức Phúc/HON CA YEU/HON CA YEU.mp3
Năm Ấy,Đức Phúc,Đức Phúc,Năm Ấy,vpop-mainstream,https://music.youtube.com/watch?v=69Jldtu2zWw,https://i.ytimg.com/vi/69Jldtu2zWw/maxresdefault.jpg,Đức Phúc/Năm Ấy/Năm Ấy.mp3
Cũng Đành Thôi,Đức Phúc,Đức Phúc,Cũng Đành Thôi,vpop-mainstream,https://music.youtube.com/watch?v=FzNBhGz_hlw,https://i.ytimg.com/vi/FzNBhGz_hlw/maxresdefault.jpg,Đức Phúc/Cũng Đành Thôi/Cũng Đành Thôi.mp3
Chăm Em Một Đời,Đức Phúc,Đức Phúc,Chăm Em Một Đời,vpop-mainstream,https://music.youtube.com/watch?v=On_Ava7hyXs,https://i.ytimg.com/vi/On_Ava7hyXs/maxresdefault.jpg,Đức Phúc/Chăm Em Một Đời/Chăm Em Một Đời.mp3
Yêu Được Không,Đức Phúc,Đức Phúc,Yêu Được Không,vpop-mainstream,https://music.youtube.com/watch?v=PZthEjvQXPA,https://i.ytimg.com/vi/PZthEjvQXPA/maxresdefault.jpg,Đức Phúc/Yêu Được Không/Yêu Được Không.mp3
Phù Đổng Thiên Vương,Đức Phúc,Đức Phúc,Phù Đổng Thiên Vương,vpop-mainstream,https://music.youtube.com/watch?v=iMX_i5CIdx4,https://i.ytimg.com/vi/iMX_i5CIdx4/maxresdefault.jpg,Đức Phúc/Phù Đổng Thiên Vương/Phù Đổng Thiên Vương.mp3
Người Ơi Người Ở Đừng Về,Đức Phúc,"Đức Phúc, Suboi",Người Ơi Người Ở Đừng Về,vpop-mainstream,https://music.youtube.com/watch?v=ihnoDhoniII,https://i.ytimg.com/vi/ihnoDhoniII/maxresdefault.jpg,Đức Phúc/Người Ơi Người Ở Đừng Về/Người Ơi Người Ở Đừng Về.mp3
Ta Còn Yêu Nhau,Đức Phúc,Đức Phúc,Ta Còn Yêu Nhau,vpop-mainstream,https://music.youtube.com/watch?v=5xm_2wb0v-E,https://i.ytimg.com/vi/5xm_2wb0v-E/maxresdefault.jpg,Đức Phúc/Ta Còn Yêu Nhau/Ta Còn Yêu Nhau.mp3
Ánh Nắng Của Anh (From “Chờ Em Đến Ngày Mai” Original Motion Picture Soundtrack),Đức Phúc,Đức Phúc,Ánh Nắng Của Anh,vpop-mainstream,https://music.youtube.com/watch?v=-GgTYmhzviw,https://i.ytimg.com/vi/-GgTYmhzviw/maxresdefault.jpg,Đức Phúc/Ánh Nắng Của Anh/Ánh Nắng Của Anh (From “Chờ Em Đến Ngày Mai” Original Motion Picture Soundtrack).mp3
Hơn Cả Hạnh Phúc,Đức Phúc,Đức Phúc,Hơn Cả Hạnh Phúc,vpop-mainstream,https://music.youtube.com/watch?v=zGDn7of9hoc,https://i.ytimg.com/vi/zGDn7of9hoc/maxresdefault.jpg,Đức Phúc/Hơn Cả Hạnh Phúc/Hơn Cả Hạnh Phúc.mp3
Đi Chùa Cầu Duyên,Đức Phúc,Đức Phúc,Đi Chùa Cầu Duyên,vpop-mainstream,https://music.youtube.com/watch?v=LSomzWZuF0I,https://i.ytimg.com/vi/LSomzWZuF0I/maxresdefault.jpg,Đức Phúc/Đi Chùa Cầu Duyên/Đi Chùa Cầu Duyên.mp3
MÙA HÈ TUYỆT VỜI (CUCAK Remix),Đức Phúc,ĐỨC PHÚC,MÙA HÈ TUYỆT VỜI (CUCAK REMIX),vpop-mainstream,https://music.youtube.com/watch?v=g9xMRaEGQJo,https://i.ytimg.com/vi/g9xMRaEGQJo/maxresdefault.jpg,Đức Phúc/MÙA HÈ TUYỆT VỜI (CUCAK REMIX)/MÙA HÈ TUYỆT VỜI (CUCAK Remix).mp3
"Còn Yêu, Đâu Ai Rời Đi",Đức Phúc,Đức Phúc,"Còn Yêu, Đâu Ai Rời Đi",vpop-mainstream,https://music.youtube.com/watch?v=5yRg3wDbrMs,https://i.ytimg.com/vi/5yRg3wDbrMs/maxresdefault.jpg,"Đức Phúc/Còn Yêu, Đâu Ai Rời Đi/Còn Yêu, Đâu Ai Rời Đi.mp3"
Cứ Thở Đi,Đức Phúc,Đức Phúc， Juky San,Cứ Thở Đi,vpop-mainstream,https://music.youtube.com/watch?v=4dexPxq5SpA,https://i.ytimg.com/vi/4dexPxq5SpA/maxresdefault.jpg,Đức Phúc/Cứ Thở Đi/Cứ Thở Đi.mp3
QUÁ KHỨ ĐÔI HIỆN TẠI ĐƠN,Đức Phúc,ĐỨC PHÚC,QUÁ KHỨ ĐÔI HIỆN TẠI ĐƠN,vpop-mainstream,https://music.youtube.com/watch?v=PsCKHuYZ0UE,https://i.ytimg.com/vi/PsCKHuYZ0UE/maxresdefault.jpg,Đức Phúc/QUÁ KHỨ ĐÔI HIỆN TẠI ĐƠN/QUÁ KHỨ ĐÔI HIỆN TẠI ĐƠN.mp3
Tết Là Đông Mới Vui,Đức Phúc,"Đức Phúc, Gducky",Tết Là Đông Mới Vui,vpop-mainstream,https://music.youtube.com/watch?v=CdhG54RmVws,https://i.ytimg.com/vi/CdhG54RmVws/maxresdefault.jpg,Đức Phúc/Tết Là Đông Mới Vui/Tết Là Đông Mới Vui.mp3
Anh Ở Đây Mà,Đức Phúc,Đức Phúc,Anh Ở Đây Mà,vpop-mainstream,https://music.youtube.com/watch?v=wBLDGEoQKDk,https://i.ytimg.com/vi/wBLDGEoQKDk/maxresdefault.jpg,Đức Phúc/Anh Ở Đây Mà/Anh Ở Đây Mà.mp3
Cười Vui Lấy Vía,Đức Phúc,Đức Phúc,Cười Vui Lấy Vía,vpop-mainstream,https://music.youtube.com/watch?v=EdbYNbFHirk,https://i.ytimg.com/vi/EdbYNbFHirk/maxresdefault.jpg,Đức Phúc/Cười Vui Lấy Vía/Cười Vui Lấy Vía.mp3
Chung Ta Lam Ban Duoc Khong?,Đức Phúc,Duc Phuc,Chung Ta Lam Ban Duoc Khong?,vpop-mainstream,https://music.youtube.com/watch?v=9-vBK-fEzG0,https://i.ytimg.com/vi/9-vBK-fEzG0/maxresdefault.jpg,Đức Phúc/Chung Ta Lam Ban Duoc Khong?/Chung Ta Lam Ban Duoc Khong?.mp3
Tình Yêu Đến Sau,Đức Phúc,"Myra Trần, Đức Phúc",Tình Yêu Đến Sau,vpop-mainstream,https://music.youtube.com/watch?v=FdyxJmPNbFc,https://i.ytimg.com/vi/FdyxJmPNbFc/maxresdefault.jpg,Đức Phúc/Tình Yêu Đến Sau/Tình Yêu Đến Sau.mp3
Hơn Cả Yêu (Tropical),Đức Phúc,Đức Phúc,Hơn Cả Yêu,vpop-mainstream,https://music.youtube.com/watch?v=1HXnyZ31IYs,https://i.ytimg.com/vi/1HXnyZ31IYs/maxresdefault.jpg,Đức Phúc/Hơn Cả Yêu/Hơn Cả Yêu (Tropical).mp3
Thắng đời 1-0,Đức Phúc,"BigDaddy, Đức Phúc, Phúc Du",WeChoice Awards 2025,vpop-mainstream,https://music.youtube.com/watch?v=KiSsuiAUVl4,https://i.ytimg.com/vi/KiSsuiAUVl4/maxresdefault.jpg,Đức Phúc/WeChoice Awards 2025/Thắng đời 1-0.mp3
THUONG NHAU NHE,Đức Phúc,DUC PHUC,THUONG NHAU NHE,vpop-mainstream,https://music.youtube.com/watch?v=bVx4j_iddTk,https://i.ytimg.com/vi/bVx4j_iddTk/maxresdefault.jpg,Đức Phúc/THUONG NHAU NHE/THUONG NHAU NHE.mp3
"Trước Khi Thanh Xuân Nghỉ Ngơi (feat. Anngo, Thuy MX, Wong & LeWiuy)",Đức Phúc,"Nguyễn Thúc Thùy Tiên, Đức Phúc, August, Anngo, Thuy MX, Wong, LeWiuy","Trước Khi Thanh Xuân Nghỉ Ngơi (feat. Anngo, Thuy MX, Wong & LeWiuy)",vpop-mainstream,https://music.youtube.com/watch?v=JzMxy4CLzOU,https://i.ytimg.com/vi/JzMxy4CLzOU/maxresdefault.jpg,"Đức Phúc/Trước Khi Thanh Xuân Nghỉ Ngơi (feat. Anngo, Thuy MX, Wong & LeWiuy)/Trước Khi Thanh Xuân Nghỉ Ngơi (feat. Anngo, Thuy MX, Wong & LeWiuy).mp3"
Gửi Ngàn Lời Yêu,Đức Phúc,Đức Phúc,Gửi Ngàn Lời Yêu,vpop-mainstream,https://music.youtube.com/watch?v=wjXPpo-D9fk,https://i.ytimg.com/vi/wjXPpo-D9fk/maxresdefault.jpg,Đức Phúc/Gửi Ngàn Lời Yêu/Gửi Ngàn Lời Yêu.mp3
Tết Này Để Con Lo,Đức Phúc,Đức Phúc,Tết Này Để Con Lo,vpop-mainstream,https://music.youtube.com/watch?v=uC10DyfPl4c,https://i.ytimg.com/vi/uC10DyfPl4c/maxresdefault.jpg,Đức Phúc/Tết Này Để Con Lo/Tết Này Để Con Lo.mp3
CHANG DE EM XA ANH (MOI TINH DAU CUA TOI OST),Đức Phúc,DUC PHUC,CHANG DE EM XA ANH (MOI TINH DAU CUA TOI OST),vpop-mainstream,https://music.youtube.com/watch?v=llP6-hx2_3A,https://i.ytimg.com/vi/llP6-hx2_3A/maxresdefault.jpg,Đức Phúc/CHANG DE EM XA ANH (MOI TINH DAU CUA TOI OST)/CHANG DE EM XA ANH (MOI TINH DAU CUA TOI OST).mp3
Yêu xa,Đức Phúc,Đức Phúc,LiveShow Dạ Khúc cho tình nhân,vpop-mainstream,https://music.youtube.com/watch?v=YRfhSd7sMCs,https://i.ytimg.com/vi/YRfhSd7sMCs/maxresdefault.jpg,Đức Phúc/LiveShow Dạ Khúc cho tình nhân/Yêu xa.mp3
GIAU MAT,Đức Phúc,DUC PHUC,GIAU MAT,vpop-mainstream,https://music.youtube.com/watch?v=obF3e1j2ULU,https://i.ytimg.com/vi/obF3e1j2ULU/maxresdefault.jpg,Đức Phúc/GIAU MAT/GIAU MAT.mp3
Thế Là Tết,Đức Phúc,"Đức Phúc, Hòa Minzy",Thế Là Tết,vpop-mainstream,https://music.youtube.com/watch?v=dF6cUnhRT9I,https://i.ytimg.com/vi/dF6cUnhRT9I/maxresdefault.jpg,Đức Phúc/Thế Là Tết/Thế Là Tết.mp3
CHI MOT CAU,Đức Phúc,DUC PHUC,CHI MOT CAU,vpop-mainstream,https://music.youtube.com/watch?v=Pr4Zaoc_lfw,https://i.ytimg.com/vi/Pr4Zaoc_lfw/maxresdefault.jpg,Đức Phúc/CHI MOT CAU/CHI MOT CAU.mp3
NAM SINH NU SINH,Đức Phúc,DUC PHUC,NAM SINH NU SINH,vpop-mainstream,https://music.youtube.com/watch?v=qkSC6cOldzc,https://i.ytimg.com/vi/qkSC6cOldzc/maxresdefault.jpg,Đức Phúc/NAM SINH NU SINH/NAM SINH NU SINH.mp3
TRAI TIM VE NHA,Đức Phúc,DUC PHUC,TRAI TIM VE NHA,vpop-mainstream,https://music.youtube.com/watch?v=CN2Xcj5EYEY,https://i.ytimg.com/vi/CN2Xcj5EYEY/maxresdefault.jpg,Đức Phúc/TRAI TIM VE NHA/TRAI TIM VE NHA.mp3
Nơi Tôi Thuộc Về,Đức Phúc,Đức Phúc,Nơi Tôi Thuộc Về,vpop-mainstream,https://music.youtube.com/watch?v=b6_rloImHgE,https://i.ytimg.com/vi/b6_rloImHgE/maxresdefault.jpg,Đức Phúc/Nơi Tôi Thuộc Về/Nơi Tôi Thuộc Về.mp3
Hey Monta!,Đức Phúc,"Đức Phúc, Monta, Phạm Toàn Thắng",Hey Monta!,vpop-mainstream,https://music.youtube.com/watch?v=ksaat6VnGg4,https://i.ytimg.com/vi/ksaat6VnGg4/maxresdefault.jpg,Đức Phúc/Hey Monta!/Hey Monta!.mp3
Trái Đất Đẹp Nhất Khi Có Em (feat. Viruss),Đức Phúc,"Đức Phúc, Viruss",Trái Đất Đẹp Nhất Khi Có Em (feat. Viruss),vpop-mainstream,https://music.youtube.com/watch?v=5h_a_C4mlMg,https://i.ytimg.com/vi/5h_a_C4mlMg/maxresdefault.jpg,Đức Phúc/Trái Đất Đẹp Nhất Khi Có Em (feat. Viruss)/Trái Đất Đẹp Nhất Khi Có Em (feat. Viruss).mp3
Thương Em,Đức Phúc,"Đức Phúc, Phạm Việt Tuân",Thương Em,vpop-mainstream,https://music.youtube.com/watch?v=83ErIxbQ_n4,https://i.ytimg.com/vi/83ErIxbQ_n4/maxresdefault.jpg,Đức Phúc/Thương Em/Thương Em.mp3
Phút Giây Tỏa Sáng,Đức Phúc,Đức Phúc,Phút Giây Tỏa Sáng,vpop-mainstream,https://music.youtube.com/watch?v=PGRBVr39pXo,https://i.ytimg.com/vi/PGRBVr39pXo/maxresdefault.jpg,Đức Phúc/Phút Giây Tỏa Sáng/Phút Giây Tỏa Sáng.mp3
Lam Lem Dieu Ky,Đức Phúc,Duc Phuc Feat. Ha Anh,Lam Lem Dieu Ky,vpop-mainstream,https://music.youtube.com/watch?v=HBGPC_JUm2I,https://i.ytimg.com/vi/HBGPC_JUm2I/maxresdefault.jpg,Đức Phúc/Lam Lem Dieu Ky/Lam Lem Dieu Ky.mp3
Người Ơi Người Ở Đừng Về (Acoustic Version),Đức Phúc,Đức Phúc,Người Ơi Người Ở Đừng Về,vpop-mainstream,https://music.youtube.com/watch?v=B2VcsXH4DuM,https://i.ytimg.com/vi/B2VcsXH4DuM/maxresdefault.jpg,Đức Phúc/Người Ơi Người Ở Đừng Về/Người Ơi Người Ở Đừng Về (Acoustic Version).mp3
DUNG ROI XA TOI,Đức Phúc,DUC PHUC,DUNG ROI XA TOI,vpop-mainstream,https://music.youtube.com/watch?v=gHwUJGnIMLs,https://i.ytimg.com/vi/gHwUJGnIMLs/maxresdefault.jpg,Đức Phúc/DUNG ROI XA TOI/DUNG ROI XA TOI.mp3
Tình Như Lá Bay Xa (Live),Mỹ Tâm,"Mỹ Tâm, Jimmii Nguyễn",Tình Như Lá Bay Xa (Live),vpop-mainstream,https://music.youtube.com/watch?v=XBQJNDJQPB0,https://i.ytimg.com/vi/XBQJNDJQPB0/maxresdefault.jpg,Mỹ Tâm/Tình Như Lá Bay Xa (Live)/Tình Như Lá Bay Xa (Live).mp3
Hẹn Ước Từ Hư Vô (Live),Mỹ Tâm,My Tam,Hẹn Ước Từ Hư Vô (Live),vpop-mainstream,https://music.youtube.com/watch?v=kqTKoffeSE0,https://i.ytimg.com/vi/kqTKoffeSE0/maxresdefault.jpg,Mỹ Tâm/Hẹn Ước Từ Hư Vô (Live)/Hẹn Ước Từ Hư Vô (Live).mp3
Chuyện Để Dành (Live),Mỹ Tâm,Mỹ Tâm,Chuyện Để Dành (Live),vpop-mainstream,https://music.youtube.com/watch?v=jhIzqaeJgHM,https://i.ytimg.com/vi/jhIzqaeJgHM/maxresdefault.jpg,Mỹ Tâm/Chuyện Để Dành (Live)/Chuyện Để Dành (Live).mp3
Vì Em Tất Cả,Mỹ Tâm,Mỹ Tâm,Vì Em Tất Cả,vpop-mainstream,https://music.youtube.com/watch?v=L5XSxAYwhQ8,https://i.ytimg.com/vi/L5XSxAYwhQ8/maxresdefault.jpg,Mỹ Tâm/Vì Em Tất Cả/Vì Em Tất Cả.mp3
Dạ Vũ (feat. Tăng Duy Tân) (Live),Mỹ Tâm,"Mỹ Tâm, Tăng Duy Tân",Dạ Vũ (feat. Tăng Duy Tân) (Live),vpop-mainstream,https://music.youtube.com/watch?v=mZG4WXnlMCY,https://i.ytimg.com/vi/mZG4WXnlMCY/maxresdefault.jpg,Mỹ Tâm/Dạ Vũ (feat. Tăng Duy Tân) (Live)/Dạ Vũ (feat. Tăng Duy Tân) (Live).mp3
Đúng Cũng Thành Sai,Mỹ Tâm,Mỹ Tâm,Đúng Cũng Thành Sai,vpop-mainstream,https://music.youtube.com/watch?v=XdEoDhD8weA,https://i.ytimg.com/vi/XdEoDhD8weA/maxresdefault.jpg,Mỹ Tâm/Đúng Cũng Thành Sai/Đúng Cũng Thành Sai.mp3
Cứ Vui Lên,Mỹ Tâm,Mỹ Tâm,Cứ Vui Lên,vpop-mainstream,https://music.youtube.com/watch?v=h_QxmaQXQlA,https://i.ytimg.com/vi/h_QxmaQXQlA/maxresdefault.jpg,Mỹ Tâm/Cứ Vui Lên/Cứ Vui Lên.mp3
Muộn Màng Là Từ Lúc,Mỹ Tâm,Mỹ Tâm,Tâm 9,vpop-mainstream,https://music.youtube.com/watch?v=l0YC97967go,https://i.ytimg.com/vi/l0YC97967go/maxresdefault.jpg,Mỹ Tâm/Tâm 9/Muộn Màng Là Từ Lúc.mp3
Đừng Hỏi Em,Mỹ Tâm,Mỹ Tâm,Tâm 9,vpop-mainstream,https://music.youtube.com/watch?v=3V-wL4V0Uj8,https://i.ytimg.com/vi/3V-wL4V0Uj8/maxresdefault.jpg,Mỹ Tâm/Tâm 9/Đừng Hỏi Em.mp3
Như Một Giấc Mơ,Mỹ Tâm,Mỹ Tâm,"Tâm, Vol. 8",vpop-mainstream,https://music.youtube.com/watch?v=h3sJj-xXDLQ,https://i.ytimg.com/vi/h3sJj-xXDLQ/maxresdefault.jpg,"Mỹ Tâm/Tâm, Vol. 8/Như Một Giấc Mơ.mp3"
Chuyện Như Chưa Bắt Đầu,Mỹ Tâm,Mỹ Tâm,Chuyện Như Chưa Bắt Đầu,vpop-mainstream,https://music.youtube.com/watch?v=UaesXh9-vNI,https://i.ytimg.com/vi/UaesXh9-vNI/maxresdefault.jpg,Mỹ Tâm/Chuyện Như Chưa Bắt Đầu/Chuyện Như Chưa Bắt Đầu.mp3
Đâu Chỉ Riêng Em,Mỹ Tâm,Mỹ Tâm,Tâm 9,vpop-mainstream,https://music.youtube.com/watch?v=m4VJ8KgS88g,https://i.ytimg.com/vi/m4VJ8KgS88g/maxresdefault.jpg,Mỹ Tâm/Tâm 9/Đâu Chỉ Riêng Em.mp3
Nơi tình yêu bắt đầu,Mỹ Tâm,"Bằng Kiều, Mỹ Tâm",LiveShow Dạ Khúc cho tình nhân,vpop-mainstream,https://music.youtube.com/watch?v=KX4fvWATWq8,https://i.ytimg.com/vi/KX4fvWATWq8/maxresdefault.jpg,Mỹ Tâm/LiveShow Dạ Khúc cho tình nhân/Nơi tình yêu bắt đầu.mp3
Anh Đợi Em Được Không (Live),Mỹ Tâm,My Tam,Anh Đợi Em Được Không (Live),vpop-mainstream,https://music.youtube.com/watch?v=XCDiSOZs5sE,https://i.ytimg.com/vi/XCDiSOZs5sE/maxresdefault.jpg,Mỹ Tâm/Anh Đợi Em Được Không (Live)/Anh Đợi Em Được Không (Live).mp3
Nơi Mình Dừng Chân (Nhạc Phim Chị Trợ Lý Của Anh),Mỹ Tâm,Mỹ Tâm,Nơi Mình Dừng Chân (Nhạc Phim Chị Trợ Lý Của Anh),vpop-mainstream,https://music.youtube.com/watch?v=JES87SgSHmU,https://i.ytimg.com/vi/JES87SgSHmU/maxresdefault.jpg,Mỹ Tâm/Nơi Mình Dừng Chân (Nhạc Phim Chị Trợ Lý Của Anh)/Nơi Mình Dừng Chân (Nhạc Phim Chị Trợ Lý Của Anh).mp3
