Title,Main_Artist,Original_Artist,Album,Genre,YouTube_URL,Cover_URL,File_Path
Intro,Shawn Mendes,Shawn Mendes,Wonder,usuk-pop,https://music.youtube.com/watch?v=AuvJ7t5ILk8,https://i.ytimg.com/vi/AuvJ7t5ILk8/maxresdefault.jpg,Shawn Mendes/Wonder/Intro.mp3
Bring It Back,Shawn Mendes,Shawn Mendes,Handwritten,usuk-pop,https://music.youtube.com/watch?v=_Jc6WRKO1Gc,https://i.ytimg.com/vi/_Jc6WRKO1Gc/maxresdefault.jpg,Shawn Mendes/Handwritten/Bring It Back.mp3
Crazy,Shawn Mendes,Shawn Mendes,Handwritten,usuk-pop,https://music.youtube.com/watch?v=77jl1vUL5ag,https://i.ytimg.com/vi/77jl1vUL5ag/maxresdefault.jpg,Shawn Mendes/Handwritten/Crazy.mp3
Hallelujah,Shawn Mendes,Shawn Mendes,Shawn,usuk-pop,https://music.youtube.com/watch?v=cBo5TY0QkOI,https://i.ytimg.com/vi/cBo5TY0QkOI/maxresdefault.jpg,Shawn Mendes/Shawn/Hallelujah.mp3
Never Be Alone (MTV Unplugged),Shawn Mendes,Shawn Mendes,MTV Unplugged,usuk-pop,https://music.youtube.com/watch?v=H2jO7MkVIZU,https://i.ytimg.com/vi/H2jO7MkVIZU/maxresdefault.jpg,Shawn Mendes/MTV Unplugged/Never Be Alone (MTV Unplugged).mp3
Hold On,Shawn Mendes,Shawn Mendes,Illuminate,usuk-pop,https://music.youtube.com/watch?v=rE7X2EdpeRE,https://i.ytimg.com/vi/rE7X2EdpeRE/maxresdefault.jpg,Shawn Mendes/Illuminate/Hold On.mp3
Strings,Shawn Mendes,Shawn Mendes,Handwritten,usuk-pop,https://music.youtube.com/watch?v=9F30nazZUO0,https://i.ytimg.com/vi/9F30nazZUO0/maxresdefault.jpg,Shawn Mendes/Handwritten/Strings.mp3
Air,Shawn Mendes,"Shawn Mendes, Astrid S",Handwritten,usuk-pop,https://music.youtube.com/watch?v=fYe3xYkkEtU,https://i.ytimg.com/vi/fYe3xYkkEtU/maxresdefault.jpg,Shawn Mendes/Handwritten/Air.mp3
Isn’t That Enough,Shawn Mendes,Shawn Mendes,Shawn,usuk-pop,https://music.youtube.com/watch?v=_IXp5TQyts4,https://i.ytimg.com/vi/_IXp5TQyts4/maxresdefault.jpg,Shawn Mendes/Shawn/Isn’t That Enough.mp3
24 Hours,Shawn Mendes,Shawn Mendes,Wonder,usuk-pop,https://music.youtube.com/watch?v=niS8aNVvzU4,https://i.ytimg.com/vi/niS8aNVvzU4/maxresdefault.jpg,Shawn Mendes/Wonder/24 Hours.mp3
